word	zipf	dom_pos	all_pos
a	7.309	Article	Article|Adverb|Letter|To|Noun|Preposition|Adjective
aa	3.236	Name	Name|Noun
aaa	2.707	Name	Name|Noun
aah	4.721	Interjection	Interjection
aahed	1.593	Verb	Verb
aahing	1.769	Verb	Verb
aahs	2.070	Noun	Noun
aal	1.593	Adjective	Adjective
aardvark	2.634	Noun	Noun|Verb|Name
aargh	2.823	Interjection	Interjection
aaron	4.166	Name	Name
aarrgh	1.593	Verb	Verb
aarrghh	1.593	Noun	Noun
aas	1.769	Noun	Noun|Name
ab	3.173	Unclassified	Unclassified|Noun|Verb
aba	1.991	Noun	Noun
abaca	1.593	Noun	Noun
aback	2.496	Adverb	Adverb
abacus	2.406	Noun	Noun|Name
abacuses	1.593	Noun	Noun
abaddon	2.333	Noun	Noun|Name
abaft	1.769	Verb	Verb|Noun
abalone	2.723	Verb	Verb|Noun|Name
abalones	2.137	Noun	Noun
abandon	3.909	Verb	Verb|Noun
abandoned	4.124	Verb	Verb|Adjective
abandoner	1.593	Noun	Noun
abandoning	3.231	Verb	Verb
abandonment	2.991	Noun	Noun
abandons	2.468	Verb	Verb
abase	1.894	Verb	Verb
abastard	1.593	Noun	Noun
abate	2.070	Verb	Verb|Noun
abated	1.991	Verb	Verb
abatement	1.894	Noun	Noun
abates	1.769	Verb	Verb
abating	1.593	Verb	Verb
abattoir	2.195	Noun	Noun
abay	1.894	Name	Name
abb	1.894	Name	Name|Noun
abba	2.292	Name	Name|Noun
abbas	2.070	Name	Name
abbe	1.769	Name	Name
abbess	1.769	Noun	Noun|Name
abbesses	1.593	Noun	Noun
abbey	3.504	Noun	Noun|Name
abbot	2.935	Name	Name|Noun
abbott	3.896	Name	Name|Noun
abbreviate	1.593	Verb	Verb
abbreviated	2.522	Adjective	Adjective|Verb
abbreviation	2.406	Noun	Noun
abbreviations	2.333	Noun	Noun
abby	4.097	Name	Name
abc	3.389	Name	Name|Noun
abd	1.593	Noun	Noun
abdicate	2.292	Verb	Verb
abdicated	2.195	Verb	Verb
abdicates	1.593	Noun	Noun
abdicating	1.894	Verb	Verb
abdication	2.137	Noun	Noun
abdomen	3.527	Noun	Noun
abdomens	1.894	Noun	Noun
abdominal	3.535	Adjective	Adjective
abdominals	2.195	Noun	Noun
abduct	2.860	Verb	Verb|Noun
abducted	3.700	Verb	Verb|Adjective|Name
abductee	2.614	Noun	Noun
abductees	2.571	Noun	Noun
abducting	2.522	Verb	Verb
abduction	3.561	Noun	Noun
abductions	2.925	Noun	Noun
abductor	2.571	Noun	Noun|Name
abductors	2.371	Noun	Noun
abducts	2.246	Verb	Verb
abeam	2.195	Noun	Noun|Verb
abed	2.333	Adverb	Adverb
abel	3.131	Name	Name|Verb|Noun
abele	1.593	Noun	Noun
abend	2.292	Noun	Noun|Name
aberdeen	2.547	Name	Name
abernethy	1.593	Name	Name
aberrant	2.496	Adjective	Adjective|Noun
aberration	2.754	Noun	Noun
aberrations	2.246	Noun	Noun
abet	2.070	Verb	Verb
abetted	2.246	Verb	Verb
abetting	2.723	Verb	Verb|Name
abettor	1.593	Noun	Noun
abeyance	1.769	Noun	Noun
abhor	2.406	Verb	Verb
abhorred	2.195	Verb	Verb
abhorrent	2.292	Adjective	Adjective
abhors	1.991	Verb	Verb
abide	3.435	Verb	Verb
abided	1.894	Verb	Verb
abiders	1.593	Noun	Noun
abides	1.991	Verb	Verb
abiding	2.707	Adjective	Adjective|Verb
abigail	3.482	Name	Name|Verb|Noun
abilene	3.131	Name	Name|Noun
abilities	3.787	Noun	Noun
ability	4.284	Noun	Noun
abiogenist	1.894	Noun	Noun
abit	1.593	Noun	Noun
abject	2.614	Adjective	Adjective
abjectly	1.894	Adverb	Adverb
abjure	1.593	Verb	Verb
ablate	1.593	Verb	Verb
ablated	1.593	Verb	Verb
ablation	1.593	Noun	Noun
ablaze	2.634	Adjective	Adjective
able	5.203	Adjective	Adjective
abler	1.593	Adjective	Adjective
ablest	1.769	Adjective	Adjective
abloom	1.894	Verb	Verb|Noun
ablution	1.894	Noun	Noun
ablutions	1.991	Noun	Noun
ably	2.292	Adverb	Adverb
abner	3.530	Name	Name|Noun
abnormal	3.465	Adjective	Adjective
abnormalities	2.707	Noun	Noun
abnormality	2.723	Noun	Noun
abnormally	2.614	Adverb	Adverb
abnormity	1.593	Noun	Noun
abo	2.137	Noun	Noun
aboard	4.425	Adverb	Adverb|Preposition
abode	2.823	Noun	Noun
abogado	1.769	Noun	Noun
abolish	2.690	Verb	Verb
abolished	2.614	Verb	Verb
abolishes	1.593	Verb	Verb
abolishing	1.769	Verb	Verb
abolition	2.333	Noun	Noun
abolitionism	1.593	Noun	Noun
abolitionist	2.371	Noun	Noun
abolitionists	2.438	Noun	Noun
abomasum	1.593	Noun	Noun
abominable	2.810	Adjective	Adjective
abominably	2.246	Adverb	Adverb
abominate	1.894	Verb	Verb|Noun|Adjective
abomination	3.063	Noun	Noun
abominations	2.195	Noun	Noun
aboriginal	2.292	Adjective	Adjective
aboriginally	1.593	Adverb	Adverb
aboriginals	1.593	Name	Name
aborigine	1.991	Noun	Noun|Verb
aborigines	2.292	Noun	Noun|Name
aborning	1.593	Verb	Verb
abort	3.665	Verb	Verb
aborted	2.810	Verb	Verb|Adjective|Name
aborting	2.438	Verb	Verb
abortion	3.860	Noun	Noun
abortionist	1.991	Noun	Noun
abortionists	1.593	Noun	Noun
abortions	2.848	Noun	Noun
abortive	1.593	Adjective	Adjective
abortively	1.593	Adverb	Adverb
aborts	1.593	Verb	Verb
abound	2.571	Verb	Verb
abounded	1.894	Verb	Verb
abounding	1.991	Verb	Verb
abounds	2.333	Verb	Verb
about	6.559	Preposition	Preposition|Adverb|Noun
abouts	2.246	Adverb	Adverb
above	4.689	Preposition	Preposition|Adverb|Adjective
aboveboard	2.468	Noun	Noun
aboveground	2.195	Adjective	Adjective
abovementioned	1.593	Adjective	Adjective
abracadabra	3.024	Noun	Noun|Name
abrade	1.593	Verb	Verb
abraded	2.070	Verb	Verb|Name|Adjective
abraham	3.715	Name	Name|Noun
abraid	1.593	Verb	Verb
abrasion	2.571	Noun	Noun
abrasions	3.048	Noun	Noun
abrasive	2.672	Adjective	Adjective
abrasiveness	1.769	Noun	Noun
abrasives	1.991	Verb	Verb|Noun
abraxas	2.769	Name	Name|Noun
abreaction	1.593	Noun	Noun
abreast	2.723	Adjective	Adjective
abridge	1.593	Noun	Noun
abridged	2.292	Adjective	Adjective|Verb|Name
abridgement	1.593	Noun	Noun
abridging	1.769	Verb	Verb
abroad	3.692	Adverb	Adverb
abrogate	1.593	Verb	Verb
abrogated	1.769	Verb	Verb
abrogating	1.593	Verb	Verb
abrupt	3.063	Adjective	Adjective
abruption	2.137	Noun	Noun
abruptly	2.955	Adverb	Adverb
abruptness	1.991	Noun	Noun
abs	3.032	Adjective	Adjective
abscam	1.894	Name	Name|Noun
abscess	2.707	Noun	Noun
abscessed	1.894	Verb	Verb|Adjective
abscesses	2.195	Noun	Noun
abscond	2.070	Verb	Verb|Noun
absconded	2.070	Verb	Verb
absconder	1.593	Noun	Noun
absconders	1.769	Verb	Verb|Noun
absconding	1.894	Verb	Verb|Noun
abseiling	1.593	Verb	Verb
absence	3.801	Noun	Noun
absences	2.468	Noun	Noun
absent	3.412	Adjective	Adjective|Verb
absentee	2.571	Noun	Noun
absenteeism	2.070	Noun	Noun
absentees	1.991	Noun	Noun
absentia	2.292	Adverb	Adverb
absenting	1.769	Verb	Verb
absentminded	1.894	Adjective	Adjective
absentmindedness	1.593	Noun	Noun
absinthe	2.754	Verb	Verb|Noun
absinthes	1.894	Noun	Noun
absinthium	1.593	Noun	Noun
absit	1.593	Verb	Verb
absolute	4.054	Adjective	Adjective
absolutely	5.053	Adverb	Adverb|Noun
absoluteness	1.593	Noun	Noun
absolutes	2.634	Noun	Noun
absolution	2.982	Noun	Noun
absolutions	1.593	Name	Name
absolve	2.769	Verb	Verb
absolved	2.496	Verb	Verb
absolver	1.991	Noun	Noun
absolves	1.991	Verb	Verb
absolving	2.070	Verb	Verb
absorb	3.300	Verb	Verb
absorbed	3.189	Verb	Verb|Adjective
absorbent	2.246	Adjective	Adjective|Noun
absorber	1.894	Noun	Noun
absorbers	2.246	Noun	Noun
absorbing	2.672	Verb	Verb|Adjective
absorbs	2.707	Verb	Verb
absorbtion	1.894	Noun	Noun
absorption	2.571	Noun	Noun
absorptions	1.593	Noun	Noun
abstain	2.723	Verb	Verb
abstained	1.991	Verb	Verb
abstainers	1.593	Noun	Noun
abstaining	2.246	Verb	Verb
abstains	1.769	Verb	Verb
abstention	2.137	Noun	Noun
abstentions	1.593	Noun	Noun
abstinence	2.955	Noun	Noun
abstinent	1.894	Noun	Noun|Adjective
abstract	3.341	Adjective	Adjective|Verb|Noun
abstracted	1.894	Adjective	Adjective|Verb
abstracting	1.593	Verb	Verb
abstraction	2.496	Noun	Noun
abstractionist	1.593	Noun	Noun
abstractions	2.070	Noun	Noun
abstractly	1.769	Adverb	Adverb
abstracts	2.195	Noun	Noun
abstruse	1.894	Adjective	Adjective
absurd	3.987	Adjective	Adjective
absurdist	1.593	Noun	Noun
absurdities	2.137	Noun	Noun
absurdity	2.810	Noun	Noun
absurdly	2.496	Adverb	Adverb
abt	2.371	Noun	Noun|Verb|Name
abu	3.412	Name	Name
abulia	1.593	Noun	Noun
abundance	2.955	Noun	Noun
abundant	2.769	Adjective	Adjective
abundantly	2.634	Adverb	Adverb
abuse	4.011	Noun	Noun|Verb|Name
abused	3.657	Verb	Verb|Adjective
abuser	2.522	Noun	Noun
abusers	2.371	Noun	Noun
abuses	2.707	Noun	Noun|Verb
abusing	3.084	Verb	Verb|Adjective
abusive	3.216	Adjective	Adjective
abusiveness	1.593	Noun	Noun
abut	2.137	Verb	Verb
abutment	2.137	Noun	Noun
abutments	1.593	Noun	Noun
abuts	1.769	Verb	Verb
abutting	1.593	Verb	Verb
abuzz	1.769	Noun	Noun
abysmal	2.634	Adjective	Adjective
abysmally	1.593	Adverb	Adverb
abyss	3.251	Noun	Noun
abyssal	1.593	Noun	Noun
abysses	1.769	Noun	Noun
abyssinia	2.246	Name	Name
abyssinian	2.292	Adjective	Adjective
abyssus	1.991	Noun	Noun
ac	3.337	Noun	Noun
acacia	2.246	Noun	Noun|Name
academe	1.769	Noun	Noun
academes	1.593	Noun	Noun
academia	2.406	Noun	Noun
academic	3.670	Adjective	Adjective|Noun
academically	2.371	Adverb	Adverb
academician	1.593	Noun	Noun
academics	2.848	Noun	Noun
academies	2.195	Noun	Noun
academy	4.094	Noun	Noun
acadia	1.894	Name	Name
acanthus	1.593	Adjective	Adjective
acapulco	3.211	Name	Name|Noun
acc	2.246	Noun	Noun|Name
accademia	1.593	Noun	Noun
accadian	1.593	Adjective	Adjective
accede	2.195	Verb	Verb
acceded	1.593	Verb	Verb
accelerant	2.754	Noun	Noun
accelerate	3.111	Verb	Verb
accelerated	2.991	Adjective	Adjective|Verb
accelerates	2.070	Verb	Verb
accelerating	2.955	Verb	Verb|Adjective
acceleration	2.945	Noun	Noun
accelerator	3.137	Noun	Noun
accelerators	1.991	Noun	Noun
accent	4.086	Noun	Noun|Verb
accented	1.593	Verb	Verb
accents	3.063	Noun	Noun
accentuate	2.571	Verb	Verb
accentuated	1.769	Verb	Verb
accentuates	1.991	Verb	Verb
accentuating	1.593	Verb	Verb
accept	4.722	Verb	Verb|Noun
acceptable	3.723	Adjective	Adjective
acceptance	3.501	Noun	Noun
acceptances	1.769	Noun	Noun
acceptant	1.593	Noun	Noun
accepted	4.196	Verb	Verb|Adjective
accepting	3.608	Verb	Verb
accepts	3.321	Verb	Verb|Noun
access	4.500	Noun	Noun|Verb
accessed	3.189	Verb	Verb
accesses	1.769	Verb	Verb
accessibility	1.769	Noun	Noun
accessible	3.048	Adjective	Adjective
accessing	3.024	Verb	Verb|Noun
accession	2.137	Noun	Noun
accessories	3.178	Noun	Noun
accessorise	1.593	Verb	Verb
accessorize	2.571	Verb	Verb
accessorized	1.769	Verb	Verb
accessorizing	2.137	Verb	Verb|Adjective
accessory	3.462	Noun	Noun|Adjective
accident	4.910	Noun	Noun
accidental	3.479	Adjective	Adjective
accidentally	3.945	Adverb	Adverb
accidentals	1.593	Noun	Noun
accidently	2.371	Adverb	Adverb
accidents	3.825	Noun	Noun
acclaim	2.654	Noun	Noun|Verb
acclaimed	2.614	Verb	Verb|Adjective
acclaims	1.769	Verb	Verb|Noun
acclamation	1.593	Noun	Noun
acclimate	2.246	Verb	Verb
acclimated	2.333	Verb	Verb|Adjective|Name
acclimates	1.593	Verb	Verb
acclimating	1.894	Verb	Verb
acclimatization	1.593	Noun	Noun
acclimatize	1.593	Verb	Verb
acclimatized	1.769	Verb	Verb|Adjective
accolade	1.593	Noun	Noun
accolades	2.292	Noun	Noun
accommodate	3.333	Verb	Verb
accommodated	2.070	Verb	Verb
accommodates	1.894	Verb	Verb
accommodating	2.860	Verb	Verb|Adjective
accommodation	2.982	Noun	Noun
accommodations	3.226	Noun	Noun
accommodative	1.593	Adjective	Adjective
accomodate	2.137	Verb	Verb
accompanied	3.317	Verb	Verb
accompanier	1.593	#N/A	#N/A
accompanies	2.438	Verb	Verb
accompaniment	2.496	Noun	Noun
accompanist	2.333	Noun	Noun
accompanists	1.593	Noun	Noun
accompany	3.677	Verb	Verb
accompanying	2.973	Verb	Verb|Adjective
accompli	2.246	Noun	Noun
accomplice	3.628	Noun	Noun
accomplices	3.063	Noun	Noun
accomplish	3.768	Verb	Verb
accomplished	3.877	Verb	Verb|Adjective
accomplishes	2.195	Verb	Verb
accomplishing	2.723	Verb	Verb|Noun
accomplishment	3.279	Noun	Noun
accomplishments	3.206	Noun	Noun|Name
accord	3.216	Noun	Noun|Verb|Preposition
accordable	1.593	Adjective	Adjective
accordance	3.206	Preposition	Preposition|Noun
accorded	2.195	Verb	Verb
according	4.621	Preposition	Preposition|Verb|Conjunction|Noun|Adjective
accordingly	3.265	Adverb	Adverb
accordion	3.124	Noun	Noun
accordions	1.894	Noun	Noun
accords	2.292	Noun	Noun|Verb
accost	1.894	Verb	Verb
accosted	2.836	Verb	Verb
accosting	1.991	Verb	Verb|Noun
accosts	1.593	Verb	Verb
account	4.650	Noun	Noun|Preposition|Verb
accountability	2.690	Noun	Noun
accountable	3.155	Adjective	Adjective
accountancy	1.894	Noun	Noun
accountant	3.792	Noun	Noun
accountants	3.040	Noun	Noun
accounted	3.482	Verb	Verb
accounting	3.655	Noun	Noun|Verb|Adjective
accounts	4.020	Noun	Noun|Verb
accoutered	1.593	Adjective	Adjective
accoutre	1.593	Noun	Noun
accoutred	1.769	Verb	Verb
accoutrement	2.137	Noun	Noun
accoutrements	2.137	Noun	Noun
accra	1.991	Name	Name
accreditation	2.292	Noun	Noun
accredited	2.522	Adjective	Adjective|Verb
accrediting	1.593	Verb	Verb
accrete	1.593	Verb	Verb
accrual	1.769	Noun	Noun
accrue	1.991	Verb	Verb
accrued	2.438	Verb	Verb|Adjective
accrues	1.593	Verb	Verb
accruing	1.769	Verb	Verb
accumulate	2.769	Verb	Verb
accumulated	2.894	Verb	Verb|Adjective
accumulates	2.371	Verb	Verb
accumulating	2.571	Verb	Verb|Adjective
accumulation	2.438	Noun	Noun
accumulations	1.593	Noun	Noun
accumulative	1.894	Adjective	Adjective
accumulator	1.593	Noun	Noun
accuracy	3.178	Noun	Noun
accurate	3.895	Adjective	Adjective
accurately	3.063	Adverb	Adverb
accursed	2.823	Adjective	Adjective
accusation	3.450	Noun	Noun
accusations	3.479	Noun	Noun|Verb
accusatory	1.894	Adjective	Adjective
accuse	3.756	Verb	Verb
accused	4.116	Verb	Verb|Adjective
accuser	2.496	Noun	Noun
accusers	2.246	Noun	Noun
accuses	2.797	Verb	Verb
accusing	3.695	Verb	Verb
accustom	2.137	Verb	Verb
accustomed	3.468	Adjective	Adjective|Verb
ace	4.168	Noun	Noun|Adjective|Name
aced	2.894	Verb	Verb
acentric	1.593	Adjective	Adjective
acerbic	1.991	Adjective	Adjective
aces	3.599	Noun	Noun
acetabulum	1.769	Noun	Noun
acetaminophen	2.070	Noun	Noun|Adjective
acetate	2.137	Noun	Noun
acetates	1.593	Noun	Noun
acetic	1.593	Adjective	Adjective
acetone	2.246	Noun	Noun|Verb
acetyl	1.769	Noun	Noun
acetylcholine	2.195	Verb	Verb|Noun
acetylene	2.672	Noun	Noun
acetylsalicylic	1.991	Adjective	Adjective
ach	2.883	Interjection	Interjection
achar	1.593	Noun	Noun
ache	3.399	Noun	Noun|Verb
ached	2.522	Verb	Verb
acher	1.769	Noun	Noun|Name
acheron	2.707	Name	Name|Noun
aches	3.184	Verb	Verb|Noun
achievable	1.769	Adjective	Adjective
achieve	3.866	Verb	Verb
achieved	3.634	Verb	Verb
achievement	3.545	Noun	Noun
achievements	3.040	Noun	Noun
achiever	2.406	Verb	Verb|Name
achievers	2.292	Noun	Noun
achieves	2.522	Verb	Verb
achieving	2.872	Verb	Verb|Noun
achilles	3.356	Name	Name|Noun
achiness	1.593	Noun	Noun
aching	3.317	Verb	Verb|Adjective
achingly	1.769	Adverb	Adverb
achondroplasia	1.769	Noun	Noun
achoo	2.070	Noun	Noun
achy	2.672	Adjective	Adjective|Noun
acid	3.999	Noun	Noun|Adjective
acidemia	1.769	Noun	Noun
acidic	2.371	Adjective	Adjective
acidity	2.333	Noun	Noun
acidizing	1.593	Verb	Verb
acidophilus	1.894	Noun	Noun|Name
acidosis	2.246	Noun	Noun|Name
acidotic	1.991	Adjective	Adjective
acids	2.925	Noun	Noun
acing	1.991	Verb	Verb
ack	2.769	Name	Name|Verb|Noun
ackee	1.593	Noun	Noun
acker	2.246	Name	Name|Noun
acknowledge	3.789	Verb	Verb
acknowledged	3.296	Verb	Verb|Adjective
acknowledgement	2.634	Noun	Noun
acknowledgements	1.991	Noun	Noun
acknowledges	2.438	Verb	Verb
acknowledging	2.860	Verb	Verb
acknowledgment	2.723	Noun	Noun
acknowledgments	1.593	Noun	Noun
aclu	2.634	Noun	Noun|Name
acme	3.105	Noun	Noun|Name
acne	2.964	Noun	Noun
acnes	1.593	Noun	Noun
acolyte	2.195	Noun	Noun
acolytes	2.137	Noun	Noun
acoma	1.894	Noun	Noun|Name
aconitum	1.991	Noun	Noun
acorn	2.872	Noun	Noun
acorns	2.593	Noun	Noun
acoustic	2.991	Adjective	Adjective|Noun
acoustical	2.137	Adjective	Adjective
acoustically	1.593	Adverb	Adverb
acoustics	2.654	Noun	Noun
acquaint	2.614	Verb	Verb
acquaintance	3.730	Noun	Noun
acquaintances	3.032	Noun	Noun
acquaintanceship	1.991	Noun	Noun
acquainted	3.657	Verb	Verb
acquainting	1.769	Verb	Verb
acquiesce	1.894	Verb	Verb
acquiesced	2.070	Verb	Verb
acquiescence	2.070	Noun	Noun
acquiescent	1.593	Adjective	Adjective
acquiescing	1.769	Verb	Verb
acquire	3.425	Verb	Verb
acquired	3.652	Verb	Verb|Adjective
acquirer	1.593	Noun	Noun
acquires	2.246	Verb	Verb
acquiring	2.935	Verb	Verb
acquisition	3.167	Noun	Noun
acquisitions	2.823	Noun	Noun
acquisitive	1.894	Adjective	Adjective
acquisitiveness	1.593	Noun	Noun
acquit	2.690	Noun	Noun|Name
acquittal	2.872	Noun	Noun
acquittals	1.593	Noun	Noun
acquitted	3.189	Verb	Verb|Adjective
acquitting	2.137	Verb	Verb
acre	3.265	Noun	Noun
acreage	2.654	Noun	Noun
acres	3.663	Noun	Noun
acrid	1.769	Adjective	Adjective
acrimonious	2.195	Adjective	Adjective
acrimony	2.371	Noun	Noun
acrobat	2.783	Noun	Noun|Verb|Name
acrobatic	2.406	Adjective	Adjective
acrobatics	2.371	Noun	Noun
acrobats	2.593	Noun	Noun|Verb
acromegalia	2.333	Noun	Noun
acromion	1.769	Noun	Noun
acronym	2.496	Noun	Noun
acronyms	2.195	Noun	Noun
acrophobia	2.333	Noun	Noun
acropolis	2.137	Noun	Noun|Name
across	4.973	Preposition	Preposition|Adverb
acrylic	2.672	Adjective	Adjective|Noun
acrylics	1.894	Noun	Noun
act	5.037	Verb	Verb|Noun|Name
acta	1.593	Name	Name
acted	4.031	Verb	Verb|Adjective
actg	1.593	Noun	Noun
actin	3.032	Noun	Noun|Name
acting	4.719	Verb	Verb|Adjective|Noun
actings	1.593	Noun	Noun
actinic	1.593	Adjective	Adjective
action	4.785	Noun	Noun|Verb|Name
actionable	2.438	Adjective	Adjective
actioner	1.593	Noun	Noun
actions	4.085	Noun	Noun|Verb
activate	3.670	Verb	Verb
activated	3.636	Verb	Verb|Adjective
activates	2.522	Verb	Verb
activating	2.945	Verb	Verb|Name|Adjective
activation	2.935	Noun	Noun
activator	1.991	Noun	Noun
active	4.059	Adjective	Adjective
actively	2.925	Adverb	Adverb
actives	1.593	Noun	Noun
activism	2.292	Noun	Noun
activist	2.999	Noun	Noun
activists	2.571	Noun	Noun
activities	3.935	Noun	Noun|Verb
activity	4.110	Noun	Noun
acton	2.406	Name	Name
actor	4.420	Noun	Noun|Name
actors	4.101	Noun	Noun
actory	1.593	Adjective	Adjective
actress	4.205	Noun	Noun
actresses	3.356	Noun	Noun
acts	4.096	Noun	Noun|Verb
actu	1.593	Noun	Noun
actual	4.239	Adjective	Adjective
actualisation	1.769	Noun	Noun
actualised	1.593	Verb	Verb
actualities	1.593	Noun	Noun
actuality	2.690	Noun	Noun
actualization	1.894	Noun	Noun
actualize	1.769	Verb	Verb
actually	5.508	Adverb	Adverb|Noun
actuals	1.769	Noun	Noun
actuarial	2.292	Adjective	Adjective
actuarially	1.593	Adverb	Adverb
actuaries	1.593	Noun	Noun
actuary	2.195	Noun	Noun
actuate	1.593	Verb	Verb
actuated	1.894	Verb	Verb
actuating	1.593	Adjective	Adjective
actuation	1.593	Noun	Noun
actuator	1.769	Noun	Noun
actuators	1.769	Noun	Noun
acuity	2.468	Noun	Noun
acumen	2.195	Noun	Noun
acupressure	2.137	Noun	Noun|Verb
acupuncture	2.872	Noun	Noun
acupuncturist	2.292	Noun	Noun
acupuncturists	1.769	Noun	Noun
acute	3.471	Adjective	Adjective
acutely	2.468	Adverb	Adverb
acuteness	1.593	Noun	Noun
acyclovir	1.593	Noun	Noun
ad	4.134	Noun	Noun|Adverb|Adjective
adage	2.810	Noun	Noun|Verb
adages	1.593	Noun	Noun
adagio	2.406	Noun	Noun|Name
adam	4.569	Name	Name|Noun
adamant	2.999	Adjective	Adjective
adamantine	1.593	Adjective	Adjective
adamantly	1.769	Adverb	Adverb
adamas	1.593	Noun	Noun
adams	3.965	Name	Name|Noun
adance	1.593	Noun	Noun
adapt	3.422	Verb	Verb
adaptability	2.195	Noun	Noun
adaptable	2.547	Adjective	Adjective
adaptation	3.206	Noun	Noun
adaptations	1.894	Noun	Noun
adapted	3.048	Verb	Verb|Adjective
adapter	2.371	Noun	Noun
adapting	2.739	Verb	Verb
adaption	1.593	Noun	Noun
adaptive	2.371	Adjective	Adjective
adaptor	1.991	Noun	Noun
adaptors	1.593	Noun	Noun
adapts	1.894	Verb	Verb
adar	1.894	Name	Name
adc	2.195	Name	Name
add	4.519	Verb	Verb|Noun
added	3.985	Verb	Verb|Adjective
addenda	1.769	Noun	Noun
addendum	2.496	Noun	Noun
addendums	1.991	Noun	Noun
adder	3.161	Noun	Noun|Name
adders	1.769	Noun	Noun|Name
addict	3.730	Noun	Noun
addicted	3.657	Verb	Verb|Adjective
addicting	1.894	Verb	Verb
addiction	3.593	Noun	Noun
addictions	2.634	Noun	Noun|Verb
addictive	3.055	Adjective	Adjective
addictiveness	1.769	Noun	Noun
addicts	3.321	Noun	Noun
adding	3.606	Verb	Verb|Adjective|Noun
addio	1.991	Noun	Noun
addis	2.333	Name	Name
addison	3.256	Name	Name
addition	3.890	Preposition	Preposition|Noun|Adverb
additional	3.770	Adjective	Adjective
additionally	2.522	Adverb	Adverb
additions	2.371	Noun	Noun
additive	2.371	Adjective	Adjective
additives	2.333	Noun	Noun
addle	2.246	Verb	Verb
addled	2.371	Adjective	Adjective|Verb
addlepated	1.769	Verb	Verb
addling	1.593	Verb	Verb
addr	1.769	Noun	Noun
address	4.718	Noun	Noun|Verb
addressed	3.582	Verb	Verb|Adjective
addressee	2.137	Noun	Noun
addresser	1.769	Name	Name
addresses	3.504	Noun	Noun|Verb
addressing	3.325	Verb	Verb
adds	3.597	Verb	Verb
adduce	1.593	Verb	Verb
adduced	1.593	Verb	Verb
adductor	1.593	Noun	Noun
ade	2.496	Name	Name|Noun
adelante	1.593	Noun	Noun
aden	2.137	Name	Name
adenia	1.593	Name	Name
adenine	1.769	Name	Name
adenocarcinoma	1.593	Noun	Noun
adenoid	2.070	Name	Name|Noun
adenoidal	1.593	Adjective	Adjective
adenoids	2.371	Noun	Noun
adenoma	1.593	Noun	Noun
adenopathy	1.593	Noun	Noun
adenosine	2.137	Noun	Noun|Verb
adept	2.823	Adjective	Adjective
adeptness	1.593	Noun	Noun
adepts	1.769	Noun	Noun
adequacy	1.593	Noun	Noun
adequate	3.416	Adjective	Adjective
adequately	2.739	Adverb	Adverb
adeste	1.894	Name	Name
adhere	2.769	Verb	Verb
adhered	2.137	Verb	Verb
adherence	2.292	Noun	Noun
adherent	1.894	Noun	Noun
adherents	1.593	Noun	Noun
adheres	1.894	Verb	Verb
adhering	2.292	Verb	Verb
adhesion	2.137	Noun	Noun
adhesions	2.195	Noun	Noun
adhesive	2.973	Noun	Noun|Adjective
adhesives	1.593	Noun	Noun
adiabatic	1.593	Adjective	Adjective
adieu	3.270	Interjection	Interjection|Noun
adieus	1.593	Noun	Noun
adios	3.496	Noun	Noun|Name
adipocere	2.137	Noun	Noun|Adjective
adipose	1.991	Verb	Verb
adiposity	1.593	Noun	Noun
adjacencies	1.593	Noun	Noun
adjacent	3.131	Adjective	Adjective|Preposition
adjective	2.707	Noun	Noun
adjectives	2.707	Noun	Noun
adjoined	1.593	Adjective	Adjective
adjoining	3.055	Adjective	Adjective|Verb|Noun
adjoins	2.070	Verb	Verb
adjoints	1.593	Verb	Verb
adjourn	3.118	Verb	Verb|Noun
adjourned	3.692	Verb	Verb
adjourning	1.769	Verb	Verb
adjournment	2.371	Noun	Noun
adjourns	1.769	Verb	Verb|Noun
adjudge	1.593	Verb	Verb
adjudged	1.894	Verb	Verb
adjudicate	2.070	Verb	Verb|Noun
adjudicated	2.137	Verb	Verb
adjudicating	1.593	Verb	Verb
adjudication	2.292	Noun	Noun
adjudicator	1.991	Noun	Noun
adjunct	2.195	Noun	Noun
adjure	1.593	Verb	Verb
adjust	3.751	Verb	Verb
adjustability	1.593	Noun	Noun
adjustable	2.522	Adjective	Adjective
adjusted	3.260	Verb	Verb|Adjective
adjuster	2.614	Noun	Noun
adjusters	2.195	Noun	Noun
adjusting	3.378	Verb	Verb|Noun|Adjective
adjustment	3.493	Noun	Noun
adjustments	3.149	Noun	Noun
adjustor	1.991	Noun	Noun
adjusts	2.292	Verb	Verb
adjutant	2.955	Noun	Noun
adjutants	1.593	Noun	Noun
adjuvant	1.593	Adjective	Adjective
adm	2.982	Name	Name
admin	2.654	Noun	Noun|Name
administer	3.226	Verb	Verb
administered	3.178	Verb	Verb
administerial	1.593	Adjective	Adjective
administering	2.690	Verb	Verb
administers	2.137	Verb	Verb
administrate	1.769	Verb	Verb|Adjective
administrates	1.593	Verb	Verb
administration	3.881	Noun	Noun
administrations	2.522	Noun	Noun
administrative	3.211	Adjective	Adjective
administrator	3.221	Noun	Noun
administrators	2.571	Noun	Noun
adminstration	1.593	Noun	Noun
admirable	3.419	Adjective	Adjective|Noun
admirably	2.634	Adverb	Adverb
admiral	4.219	Noun	Noun|Name
admirals	2.769	Noun	Noun
admiralty	2.836	Noun	Noun
admiration	3.325	Noun	Noun
