word	zipf	dom_pos	all_pos
sully	3.577	Verb	Verb
sullying	1.769	Verb	Verb|Noun
sulphate	1.991	Noun	Noun
sulphates	1.593	Noun	Noun
sulphide	1.894	Noun	Noun
sulphites	1.593	Noun	Noun
sulphoxide	1.593	Noun	Noun
sulphur	2.935	Noun	Noun
sulphuric	2.371	Adjective	Adjective
sulphurous	1.593	Adjective	Adjective
sultan	3.509	Noun	Noun|Name
sultana	2.246	Name	Name|Noun
sultanate	1.593	Noun	Noun
sultans	1.991	Noun	Noun
sultry	2.468	Adjective	Adjective
sum	4.011	Noun	Noun|Verb|Name
sumac	1.991	Noun	Noun|Name|Adjective
sumatra	2.654	Name	Name
sumerian	2.406	Adjective	Adjective|Noun
sumi	1.991	Noun	Noun
summa	2.292	Adverb	Adverb
summaries	2.137	Noun	Noun
summarily	2.371	Adverb	Adverb
summarise	2.137	Verb	Verb
summarised	1.593	Verb	Verb
summarising	1.769	Verb	Verb
summarization	1.593	Noun	Noun
summarize	2.614	Verb	Verb
summarized	1.894	Verb	Verb
summarizes	1.593	Verb	Verb
summary	3.226	Noun	Noun
summat	2.547	Pronoun	Pronoun
summation	2.823	Noun	Noun
summations	2.070	Noun	Noun
summed	2.634	Verb	Verb
summer	4.895	Noun	Noun|Verb
summerhouse	2.654	Noun	Noun
summerhouses	1.769	Noun	Noun
summering	1.894	Verb	Verb
summerland	1.894	Name	Name
summers	3.422	Noun	Noun|Name|Verb
summertime	3.084	Noun	Noun
summery	2.137	Adjective	Adjective
summing	1.991	Verb	Verb
summit	3.525	Noun	Noun|Name
summits	2.070	Noun	Noun
summon	3.588	Verb	Verb
summonable	1.769	Adjective	Adjective
summoned	3.474	Verb	Verb
summoner	1.769	Noun	Noun
summoning	2.769	Verb	Verb|Noun
summons	3.206	Noun	Noun|Verb
summonses	2.070	Noun	Noun
sumner	3.329	Name	Name
sumo	2.925	Noun	Noun|Name
sumos	1.593	Noun	Noun
sump	2.468	Noun	Noun
sumpsimus	1.593	Noun	Noun
sumpter	2.195	Name	Name
sumptuous	2.522	Adjective	Adjective
sumptuously	1.593	Adverb	Adverb
sumptuousness	1.593	Noun	Noun
sums	3.241	Noun	Noun|Verb
sun	4.843	Noun	Noun|Name|Verb
sunbaked	1.991	Verb	Verb|Adjective
sunbath	2.070	Noun	Noun
sunbathe	2.333	Verb	Verb
sunbather	1.593	Noun	Noun
sunbathers	1.593	Noun	Noun
sunbathes	1.769	Verb	Verb
sunbathing	2.593	Verb	Verb|Noun
sunbaths	1.769	Noun	Noun
sunbeam	2.571	Noun	Noun|Name
sunbeams	1.991	Noun	Noun
sunbelt	1.894	Noun	Noun|Name
sunbird	1.769	Noun	Noun|Name
sunbirds	1.593	Noun	Noun
sunblock	2.797	Noun	Noun
sunburn	2.823	Noun	Noun
sunburned	2.614	Verb	Verb|Adjective
sunburns	1.769	Noun	Noun
sunburnt	2.070	Adjective	Adjective
sunburst	2.137	Noun	Noun
sundae	3.206	Noun	Noun
sundaes	2.739	Noun	Noun
sunday	4.636	Name	Name|Noun
sundays	3.425	Name	Name|Noun
sundeck	1.593	Noun	Noun
sunder	1.769	Verb	Verb|Adjective
sundered	1.769	Verb	Verb
sundial	2.672	Noun	Noun
sundogs	1.593	Noun	Noun
sundown	3.535	Noun	Noun|Name
sundowner	1.769	Noun	Noun
sundowning	1.769	Verb	Verb
sundress	1.991	Noun	Noun
sundresses	1.894	Noun	Noun
sundries	1.991	Noun	Noun
sundry	2.438	Adjective	Adjective
sunfish	2.246	Noun	Noun|Name
sunflower	2.836	Noun	Noun|Verb|Name
sunflowers	2.690	Noun	Noun|Verb
sung	3.545	Verb	Verb|Name|Adjective
sunglass	2.195	Noun	Noun|Verb
sunglasses	3.597	Noun	Noun
sunk	3.668	Verb	Verb|Adjective
sunken	2.964	Adjective	Adjective
sunlamp	2.137	Noun	Noun|Verb
sunlamps	1.593	Noun	Noun
sunless	2.137	Adjective	Adjective
sunlight	3.667	Noun	Noun
sunlit	2.292	Adjective	Adjective
sunna	1.593	Noun	Noun
sunni	1.769	Noun	Noun
sunnier	1.991	Adjective	Adjective|Name
sunniest	1.593	Adjective	Adjective
sunning	2.137	Verb	Verb
sunny	3.885	Adjective	Adjective
sunray	2.070	Noun	Noun|Verb
sunrise	3.783	Noun	Noun|Name
sunrises	2.137	Noun	Noun
sunroof	2.654	Noun	Noun|Verb
sunroom	2.195	Noun	Noun|Name
suns	2.982	Noun	Noun
sunscreen	3.008	Noun	Noun|Adjective|Name
sunscreens	1.593	Noun	Noun
sunset	4.014	Noun	Noun|Name
sunsets	2.973	Noun	Noun
sunshine	4.074	Noun	Noun|Name
sunshines	1.593	Noun	Noun
sunshiny	2.371	Adjective	Adjective|Noun
sunspot	2.438	Noun	Noun|Verb|Name
sunspots	2.333	Noun	Noun
sunstroke	2.496	Noun	Noun|Verb
sunstruck	1.593	Noun	Noun
sunsuit	1.593	Noun	Noun
sunt	1.894	Name	Name|Verb
suntan	2.999	Noun	Noun
suntanned	2.137	Adjective	Adjective|Verb
suntans	1.991	Noun	Noun
sunup	3.070	Noun	Noun|Verb|Name
sunways	2.654	Name	Name|Noun
sup	2.973	Verb	Verb
supari	1.593	Noun	Noun
supe	2.070	Noun	Noun|Name
super	4.418	Adjective	Adjective|Noun|Name
superagency	1.593	Noun	Noun
superb	3.462	Adjective	Adjective
superbly	2.371	Adverb	Adverb
superbrain	1.593	Noun	Noun
supercargo	1.593	Noun	Noun
supercede	1.593	Verb	Verb
superceded	1.593	Verb	Verb
supercedes	1.593	Verb	Verb
supercharge	1.593	Verb	Verb
supercharged	2.292	Adjective	Adjective
supercharger	2.246	Noun	Noun
superchargers	1.894	Noun	Noun
supercilious	2.195	Adjective	Adjective|Name
supercomputer	2.438	Noun	Noun
supercomputers	1.894	Noun	Noun
superconducting	2.137	Adjective	Adjective
superconductivity	1.769	Noun	Noun
superconductor	1.991	Noun	Noun
superconductors	1.894	Noun	Noun
supercool	2.070	Noun	Noun|Verb
supercooled	1.593	Verb	Verb
supercritical	1.769	Adjective	Adjective
superdominant	1.593	Adjective	Adjective
superduper	2.137	Noun	Noun
superego	1.991	Noun	Noun
superfecta	1.593	Noun	Noun
superficial	3.465	Adjective	Adjective
superficialities	1.593	Noun	Noun
superficially	2.371	Adverb	Adverb
superfine	2.333	Name	Name|Noun|Verb
superfluity	1.593	Noun	Noun
superfluous	2.672	Adjective	Adjective
superfluously	1.769	Adverb	Adverb
superglue	2.371	Verb	Verb|Noun|Name
supergoddess	1.593	Noun	Noun
supergrass	1.894	Verb	Verb|Name
superheat	1.894	Verb	Verb
superheated	2.195	Adjective	Adjective|Verb
superheating	1.769	Verb	Verb
superhero	3.525	Noun	Noun
superheroes	3.063	Noun	Noun
superhighway	2.070	Noun	Noun
superhighways	1.593	Noun	Noun
superhuman	2.915	Adjective	Adjective
superimpose	2.371	Verb	Verb
superimposed	1.769	Verb	Verb
superimposes	1.593	Verb	Verb
superimposing	1.769	Verb	Verb
superimposition	1.769	Noun	Noun
superimpositions	1.593	Noun	Noun
superintendant	1.593	Noun	Noun
superintended	1.593	Verb	Verb
superintendent	3.634	Noun	Noun|Name
superintendents	1.894	Noun	Noun
superintends	1.593	Verb	Verb
superior	4.114	Adjective	Adjective|Name|Noun
superiority	3.124	Noun	Noun
superiors	3.450	Noun	Noun
superlative	2.070	Adjective	Adjective|Noun
superlatively	1.593	Adverb	Adverb
superlatives	2.070	Noun	Noun
superman	4.087	Name	Name|Noun
supermarket	3.700	Noun	Noun
supermarkets	2.836	Noun	Noun
supermen	2.438	Noun	Noun|Name
supermodel	2.973	Noun	Noun|Verb
supermodels	2.333	Noun	Noun
supermom	2.195	Noun	Noun|Name|Verb
supernatural	3.646	Adjective	Adjective
supernaturally	2.195	Adverb	Adverb
supernormal	1.593	Adjective	Adjective
supernormally	1.593	Adverb	Adverb
supernova	2.614	Noun	Noun|Name
supernovae	1.593	Noun	Noun
supernovas	1.593	Noun	Noun
superorganism	1.593	Noun	Noun
superoxide	1.769	Noun	Noun
superpatriotic	1.593	Adjective	Adjective
superposed	1.593	Verb	Verb
superposition	2.672	Noun	Noun
superpositions	1.593	Noun	Noun
superpower	2.810	Noun	Noun
superpowered	1.593	Verb	Verb
superpowers	2.739	Noun	Noun
supers	1.991	Noun	Noun
supersecret	2.070	Noun	Noun|Verb
supersecretive	1.593	Adjective	Adjective
supersede	2.246	Verb	Verb
superseded	2.246	Verb	Verb|Adjective
supersedes	2.371	Verb	Verb
superseding	1.593	Verb	Verb
supersensitive	1.769	Adjective	Adjective
supersensory	1.593	Adjective	Adjective
supersession	1.593	Noun	Noun
superset	1.593	Noun	Noun
supersize	2.070	Verb	Verb|Name
supersized	2.070	Verb	Verb|Adjective
supersmart	1.593	Noun	Noun
supersonic	2.614	Adjective	Adjective|Name
supersonics	1.991	Name	Name|Noun
superstar	3.537	Noun	Noun
superstars	2.496	Noun	Noun
superstate	1.593	Noun	Noun
superstition	3.317	Noun	Noun|Name
superstitions	2.739	Noun	Noun
superstitious	3.537	Adjective	Adjective
superstore	2.654	Noun	Noun
superstrain	1.593	Verb	Verb
superstrong	1.894	Noun	Noun
superstructure	2.468	Noun	Noun
supersufficiency	1.593	Noun	Noun
supertanker	1.894	Noun	Noun
supertankers	1.593	Noun	Noun
superterrestrial	1.593	Adjective	Adjective
supertrain	1.991	Noun	Noun
supertramp	1.894	Name	Name|Noun
superuser	1.593	Noun	Noun
supervalue	1.593	Noun	Noun
supervening	1.769	Adjective	Adjective
supervise	3.287	Verb	Verb
supervised	3.149	Verb	Verb|Adjective
supervises	2.246	Verb	Verb
supervising	2.945	Verb	Verb|Noun
supervision	3.396	Noun	Noun
supervisor	3.776	Noun	Noun|Name
supervisors	2.593	Noun	Noun
supervisory	2.522	Adjective	Adjective
superwoman	2.547	Noun	Noun
supinates	1.593	Verb	Verb
supinating	1.593	Verb	Verb
supine	1.991	Adjective	Adjective
supp	1.593	Noun	Noun
supped	2.070	Verb	Verb
supper	4.287	Noun	Noun
suppers	2.406	Noun	Noun
suppertime	2.797	Noun	Noun
supping	1.991	Verb	Verb|Noun
supplant	1.894	Verb	Verb
supplanted	2.070	Verb	Verb
supplanting	1.593	Verb	Verb
supplants	1.593	Verb	Verb
supple	2.797	Adjective	Adjective
supplement	3.063	Noun	Noun|Verb
supplemental	2.783	Adjective	Adjective
supplementals	1.769	Noun	Noun
supplementaries	1.593	Noun	Noun
supplementary	2.438	Adjective	Adjective
supplemented	1.769	Verb	Verb
supplementing	1.894	Verb	Verb
supplements	2.672	Noun	Noun
suppleness	1.593	Noun	Noun
supplicant	1.991	Noun	Noun|Name|Adjective
supplicants	1.593	Noun	Noun
supplicate	1.894	Verb	Verb|Noun
supplicating	1.593	Verb	Verb
supplication	2.137	Noun	Noun
supplications	1.991	Noun	Noun
supplied	3.382	Verb	Verb
supplier	3.292	Noun	Noun
suppliers	2.883	Noun	Noun
supplies	4.148	Noun	Noun|Verb
supply	4.271	Noun	Noun|Verb
supplying	2.925	Verb	Verb
support	4.705	Noun	Noun|Verb|Preposition
supportable	1.769	Adjective	Adjective
supported	3.564	Verb	Verb|Adjective
supporter	2.872	Noun	Noun
supporters	3.024	Noun	Noun
supporting	3.663	Verb	Verb|Adjective
supportive	3.668	Adjective	Adjective
supports	3.317	Verb	Verb|Noun
supposably	1.593	Adverb	Adverb
suppose	5.099	Verb	Verb
supposed	5.401	Adjective	Adjective|Verb|Noun
supposedly	3.712	Adverb	Adverb
supposes	2.707	Verb	Verb
supposing	3.545	Conjunction	Conjunction|Verb
supposition	2.522	Noun	Noun
suppositionally	1.769	Adverb	Adverb
suppositions	2.070	Noun	Noun
suppositories	2.371	Noun	Noun
suppository	2.438	Noun	Noun
suppress	3.178	Verb	Verb
suppressant	1.991	Noun	Noun
suppressed	2.848	Verb	Verb|Adjective
suppresser	1.593	Noun	Noun
suppresses	2.195	Verb	Verb
suppressing	2.848	Verb	Verb
suppression	2.707	Noun	Noun
suppressive	1.991	Adjective	Adjective
suppressor	2.292	Noun	Noun
suppurate	1.593	Verb	Verb
suppurating	1.593	Verb	Verb
suppurative	1.593	Adjective	Adjective
supraorbital	1.769	Adjective	Adjective
supratrochlear	1.593	Noun	Noun
supraventricular	1.769	Adjective	Adjective
supremacist	1.991	Noun	Noun
supremacists	2.137	Noun	Noun
supremacy	2.769	Noun	Noun
supreme	3.943	Adjective	Adjective
supremely	2.614	Adverb	Adverb
supremo	2.292	Name	Name|Noun
supremos	1.769	Noun	Noun
supressed	1.769	Verb	Verb|Adjective
sups	1.593	Verb	Verb
sur	2.783	Unclassified	Unclassified|Name
sura	1.991	Noun	Noun|Name
surance	1.593	Noun	Noun
surat	2.593	Name	Name
surcease	2.070	Noun	Noun|Verb
surcharge	2.371	Noun	Noun
surcingle	1.593	Noun	Noun
surd	1.894	Noun	Noun
sure	6.041	Adjective	Adjective|Adverb
surefire	2.438	Noun	Noun
surely	4.440	Adverb	Adverb
surer	2.406	Adjective	Adjective
surest	2.496	Adjective	Adjective
surety	2.195	Noun	Noun
surf	3.804	Noun	Noun|Verb|Name
surface	4.261	Noun	Noun|Verb
surfaced	2.935	Verb	Verb|Name
surfaces	2.872	Noun	Noun|Verb
surfacing	2.547	Verb	Verb|Noun|Adjective
surfactant	1.894	Adjective	Adjective|Noun
surfboard	2.973	Noun	Noun
surfboarding	1.769	Verb	Verb
surfboards	2.468	Noun	Noun
surfed	2.634	Verb	Verb|Adjective
surfeit	1.991	Noun	Noun|Verb
surfeited	1.593	Verb	Verb
surfeiting	1.769	Verb	Verb
surfer	3.216	Noun	Noun|Name
surfers	3.091	Noun	Noun|Name
surfing	3.655	Verb	Verb|Adjective|Noun|Name
surfrider	1.991	Noun	Noun|Verb
surfs	2.137	Verb	Verb|Noun
surg	1.769	Noun	Noun
surge	3.270	Noun	Noun|Verb
surged	2.195	Verb	Verb
surgeon	4.216	Noun	Noun
surgeons	3.584	Noun	Noun
surgeries	2.925	Noun	Noun
surgery	4.510	Noun	Noun
surges	2.593	Noun	Noun|Verb
surgical	3.905	Adjective	Adjective
surgically	3.040	Adverb	Adverb
surging	2.547	Verb	Verb|Adjective
surinam	1.593	Name	Name
surlier	1.593	Adjective	Adjective
surliest	1.593	Adjective	Adjective
surliness	1.769	Noun	Noun
surly	2.860	Adjective	Adjective
surmise	2.571	Verb	Verb|Noun
surmised	2.333	Verb	Verb|Name
surmises	1.593	Verb	Verb
surmount	2.070	Verb	Verb
surmountable	1.894	Adjective	Adjective
surmounted	1.593	Verb	Verb
surmounting	1.593	Verb	Verb
surname	2.982	Noun	Noun
surnamed	1.991	Verb	Verb
surnames	2.070	Noun	Noun
surpass	2.571	Verb	Verb|Noun
surpassed	3.118	Verb	Verb
surpasses	2.522	Verb	Verb
surpassing	2.406	Verb	Verb|Adjective
surplice	1.593	Noun	Noun
surplices	1.593	Noun	Noun
surplus	3.313	Adjective	Adjective|Noun
surplused	1.593	Adjective	Adjective
surpluses	1.894	Noun	Noun
surplussed	1.593	Verb	Verb
surprise	4.948	Noun	Noun|Verb
surprised	4.740	Adjective	Adjective|Verb
surprises	3.989	Noun	Noun|Verb
surprising	3.780	Adjective	Adjective|Verb
surprisingly	3.504	Adverb	Adverb
surreal	3.055	Adjective	Adjective|Name
surrealism	2.468	Noun	Noun
surrealist	2.195	Adjective	Adjective
surrealistic	2.371	Adjective	Adjective
surrealistically	1.593	Adverb	Adverb
surrealists	2.371	Noun	Noun
surrender	4.189	Verb	Verb|Noun
surrendered	3.367	Verb	Verb|Adjective
surrendering	2.999	Verb	Verb
surrenders	2.593	Verb	Verb|Noun
surreptitious	2.195	Adjective	Adjective
surreptitiously	1.894	Adverb	Adverb
surrey	2.707	Name	Name|Noun
surreys	1.593	Noun	Noun
surrogacy	2.070	Noun	Noun
surrogate	3.274	Noun	Noun
surrogates	2.468	Noun	Noun
surrogating	1.593	Verb	Verb
surrogation	1.593	Noun	Noun
surround	3.488	Verb	Verb|Noun|Name
surrounded	4.123	Verb	Verb
surrounder	1.593	Noun	Noun
surrounding	3.577	Verb	Verb|Adjective
surroundings	3.325	Noun	Noun|Verb
surrounds	2.955	Verb	Verb|Noun
surtax	1.769	Noun	Noun
surtout	1.769	Verb	Verb|Noun
surv	1.593	Noun	Noun
surveil	2.438	Verb	Verb|Noun
surveillance	4.271	Noun	Noun
survey	3.650	Noun	Noun|Verb
surveyed	2.496	Verb	Verb|Adjective
surveying	2.547	Verb	Verb|Adjective
surveyor	2.438	Noun	Noun
surveyors	2.371	Noun	Noun
surveys	2.754	Noun	Noun|Verb
survivability	1.894	Noun	Noun
survivable	1.769	Adjective	Adjective
survival	4.004	Noun	Noun
survivalist	2.070	Noun	Noun
survivalists	1.769	Noun	Noun
survivals	1.769	Noun	Noun
survive	4.479	Verb	Verb
survived	4.112	Verb	Verb
survives	3.246	Verb	Verb
surviving	3.561	Verb	Verb|Adjective|Noun
survivor	3.638	Noun	Noun
survivors	3.816	Noun	Noun
survivorship	1.894	Noun	Noun
susan	4.556	Name	Name|Noun|Adjective
susans	1.593	Name	Name
suscept	1.593	Verb	Verb
susceptibilities	1.593	Noun	Noun
susceptibility	2.070	Noun	Noun
susceptible	3.111	Adjective	Adjective
sushi	3.640	Noun	Noun
suspect	4.645	Noun	Noun|Verb|Adjective
suspected	3.989	Verb	Verb|Adjective|Noun
suspecting	2.991	Verb	Verb
suspects	4.095	Noun	Noun|Verb
suspend	3.444	Verb	Verb
suspended	3.865	Verb	Verb|Adjective
suspender	1.769	Noun	Noun
suspenders	2.935	Noun	Noun
suspending	2.614	Verb	Verb
suspends	1.991	Verb	Verb
suspense	3.353	Noun	Noun
suspenseful	2.371	Adjective	Adjective
suspension	3.640	Noun	Noun
suspensions	1.991	Noun	Noun
suspensor	1.593	Noun	Noun
suspicion	3.865	Noun	Noun|Name
suspicioned	1.769	Verb	Verb
suspicions	3.515	Noun	Noun
suspicious	4.204	Adjective	Adjective
suspiciously	2.654	Adverb	Adverb
suspiciousness	1.769	Noun	Noun
suss	2.371	Verb	Verb|Noun
sussed	2.195	Verb	Verb
sussex	2.707	Name	Name
sustain	3.429	Verb	Verb
sustainability	1.894	Noun	Noun
sustainable	2.195	Adjective	Adjective
sustained	3.892	Adjective	Adjective|Verb
sustainer	1.769	Noun	Noun
sustaining	2.754	Verb	Verb
sustains	2.496	Verb	Verb
sustenance	2.769	Noun	Noun
susu	2.070	Name	Name|Noun
susurration	1.593	Noun	Noun
sutler	2.593	Name	Name|Noun
sutlers	1.593	Noun	Noun
sutor	2.070	Name	Name
sutra	3.063	Name	Name|Noun
sutras	1.769	Noun	Noun
sutter	3.251	Name	Name|Noun|Verb
suture	3.396	Noun	Noun
sutured	2.195	Verb	Verb
sutures	3.221	Noun	Noun
suturing	2.723	Verb	Verb|Adjective|Noun
suz	2.438	Name	Name|Verb
suzanne	3.652	Name	Name
suzette	3.040	Name	Name|Noun
suzettes	1.769	Noun	Noun
suzuki	2.973	Name	Name
svastika	1.593	Noun	Noun
svelte	2.070	Noun	Noun
svengali	2.547	Noun	Noun|Name|Adjective
sw	2.371	Noun	Noun
swa	2.292	Name	Name
swab	3.378	Verb	Verb|Noun
swabbed	2.634	Verb	Verb
swabber	1.593	Noun	Noun
swabbie	1.991	Noun	Noun
swabbies	1.769	Noun	Noun
swabbing	2.406	Verb	Verb|Noun
swabby	1.593	Noun	Noun
swabs	2.935	Noun	Noun|Verb
swacked	1.894	Verb	Verb|Adjective
swaddle	1.991	Verb	Verb
swaddled	1.769	Verb	Verb
swaddling	2.333	Noun	Noun
swag	2.707	Noun	Noun
swagger	2.406	Noun	Noun
swaggered	1.593	Verb	Verb
swaggering	2.438	Verb	Verb|Adjective
swags	1.769	Noun	Noun
swahili	2.634	Noun	Noun|Adjective
swain	2.406	Name	Name|Noun
swales	2.468	Name	Name
swallow	4.105	Verb	Verb|Noun|Name
swallowed	3.827	Verb	Verb|Adjective
swallower	2.292	Noun	Noun
swallowing	3.167	Verb	Verb|Noun|Adjective
swallows	3.226	Verb	Verb|Noun
swallowtail	1.894	Verb	Verb
swam	3.385	Verb	Verb
swami	2.872	Noun	Noun
swamis	1.991	Noun	Noun
swamp	3.954	Noun	Noun|Verb
swamped	3.206	Verb	Verb|Adjective
swamping	1.593	Verb	Verb
swampland	1.593	Noun	Noun
swamps	2.955	Noun	Noun
swampy	2.333	Adjective	Adjective
swan	3.835	Name	Name|Noun|Verb
swang	1.593	Verb	Verb
swank	2.690	Noun	Noun|Verb
swanked	1.593	Verb	Verb
swankier	1.593	Adjective	Adjective
swankiest	2.070	Adjective	Adjective
swanky	2.438	Adjective	Adjective
swanning	1.894	Verb	Verb
swanny	2.672	Name	Name|Noun
swans	3.111	Noun	Noun
swansdown	1.593	Noun	Noun
swap	3.561	Verb	Verb|Noun
swapped	2.823	Verb	Verb
swapping	2.894	Verb	Verb|Noun
swaps	1.991	Verb	Verb|Noun
swarm	3.131	Noun	Noun|Verb|Name
swarmed	2.571	Verb	Verb
swarming	3.024	Verb	Verb|Noun|Adjective
swarms	2.654	Noun	Noun|Verb
swarthy	2.614	Adjective	Adjective
swash	2.070	Noun	Noun|Name|Verb
swashbuckler	1.991	Noun	Noun
swashbucklers	1.593	Noun	Noun
swashbuckling	1.991	Verb	Verb|Noun|Adjective
swashes	1.593	Noun	Noun
swashing	1.593	Adjective	Adjective
swastika	2.754	Noun	Noun
swastikas	1.894	Noun	Noun
swat	3.586	Noun	Noun|Name|Verb
swatch	2.571	Noun	Noun|Verb
swatches	2.723	Noun	Noun|Verb
swath	2.371	Noun	Noun
swathed	1.991	Verb	Verb|Adjective
swats	1.991	Verb	Verb|Noun
swatted	2.438	Verb	Verb
swatter	2.371	Noun	Noun|Verb
swatters	2.195	Verb	Verb|Noun
swatting	2.292	Verb	Verb
sway	3.406	Verb	Verb|Noun|Name
swayback	1.593	Noun	Noun
swayed	2.769	Verb	Verb
swaying	2.955	Verb	Verb|Adjective
sways	2.195	Verb	Verb|Noun
swaziland	1.593	Name	Name
swear	4.945	Verb	Verb|Noun
swearer	1.593	Noun	Noun
swearers	1.769	Noun	Noun
swearing	3.389	Verb	Verb|Noun
swears	3.367	Verb	Verb
sweat	4.339	Noun	Noun|Verb
sweatband	1.991	Noun	Noun
sweatbox	2.292	Noun	Noun
sweated	2.860	Verb	Verb
sweater	4.140	Noun	Noun
sweaters	3.317	Noun	Noun
sweathouse	1.593	Noun	Noun
sweatier	1.593	Adjective	Adjective
sweatiest	1.894	Adjective	Adjective
sweating	3.915	Verb	Verb|Noun|Adjective
sweatpants	2.292	Noun	Noun
sweats	3.211	Noun	Noun|Verb
sweatshirt	3.375	Noun	Noun|Verb
sweatshirts	2.438	Noun	Noun
sweatshop	2.754	Noun	Noun
sweatshops	2.406	Noun	Noun
sweatsuit	1.894	Noun	Noun
sweatsuits	1.593	Noun	Noun
sweaty	3.648	Adjective	Adjective
swede	3.149	Noun	Noun
sweden	3.416	Name	Name
swedes	2.593	Noun	Noun
swedish	3.595	Adjective	Adjective|Noun|Name
sweeny	1.593	Name	Name
sweep	3.978	Verb	Verb|Noun
sweepback	1.593	Noun	Noun
sweeper	2.810	Noun	Noun
sweepers	2.468	Noun	Noun
sweeping	3.525	Verb	Verb|Adjective
sweepings	2.137	Noun	Noun
sweeps	3.329	Verb	Verb|Noun
sweepstake	2.406	Noun	Noun
sweepstakes	2.915	Noun	Noun|Verb|Name
sweet	5.161	Adjective	Adjective|Name|Noun
sweetbreads	2.406	Noun	Noun|Verb
sweetcorn	1.593	Noun	Noun
sweeten	2.905	Verb	Verb
sweetened	2.571	Verb	Verb|Adjective
sweetener	2.468	Noun	Noun
sweeteners	1.894	Noun	Noun
sweetening	2.246	Verb	Verb|Noun|Adjective
sweetens	1.769	Verb	Verb
sweeter	3.419	Adjective	Adjective
sweetest	3.763	Adjective	Adjective
sweetfish	1.769	Noun	Noun
sweetheart	4.807	Noun	Noun|Name
sweethearts	3.367	Noun	Noun
sweetie	4.728	Noun	Noun|Name
sweeties	2.406	Noun	Noun
sweeting	1.593	Verb	Verb
sweetly	3.016	Adverb	Adverb
sweetmeats	1.769	Verb	Verb
sweetness	3.517	Noun	Noun|Name
sweets	3.382	Noun	Noun|Name
sweetshop	1.593	Noun	Noun
sweetwater	3.155	Name	Name|Adjective|Noun
sweety	2.872	Noun	Noun|Adjective
swell	4.318	Adjective	Adjective|Verb|Noun
swelled	2.894	Verb	Verb
sweller	1.593	Noun	Noun
swellest	2.672	Adjective	Adjective
swellfish	1.593	Noun	Noun
swellhead	1.593	Noun	Noun
swelling	3.501	Adjective	Adjective|Verb
swellings	2.070	Noun	Noun|Name
swells	3.084	Noun	Noun|Verb
swelter	1.769	Verb	Verb
sweltered	1.593	Adjective	Adjective
sweltering	2.333	Verb	Verb|Adjective
swelters	1.593	Verb	Verb
swep	1.593	Verb	Verb
swept	3.679	Verb	Verb|Adjective
swerve	2.836	Verb	Verb|Noun
swerved	2.690	Verb	Verb
swerves	1.991	Verb	Verb|Noun
swerving	2.371	Verb	Verb|Noun
swift	3.588	Adjective	Adjective|Name|Noun
swifter	1.894	Adjective	Adjective|Name
swiftest	2.292	Adjective	Adjective
swiftly	3.216	Adverb	Adverb
swiftness	1.991	Noun	Noun
swifts	1.593	Noun	Noun
swifty	3.211	Name	Name|Adjective
swig	2.982	Noun	Noun|Verb
swiggers	1.769	Noun	Noun
swigging	1.894	Verb	Verb
swiggle	1.593	Verb	Verb
swigs	1.991	Noun	Noun
swill	2.991	Noun	Noun|Verb|Name
swilling	2.195	Verb	Verb
swim	4.502	Verb	Verb|Noun
swimmer	3.573	Noun	Noun
swimmers	3.178	Noun	Noun
swimming	4.300	Noun	Noun|Verb
swimmingly	2.690	Adverb	Adverb
swimmy	2.406	Adjective	Adjective|Noun
swims	3.161	Verb	Verb|Noun
swimsuit	3.300	Noun	Noun
swimsuits	2.654	Noun	Noun
swimwear	2.292	Noun	Noun
swindle	2.860	Noun	Noun|Name
swindled	2.797	Verb	Verb|Adjective
swindler	2.769	Noun	Noun
swindlers	2.137	Noun	Noun
swindles	1.769	Noun	Noun
swindling	2.406	Verb	Verb
swine	3.648	Noun	Noun|Name
swines	1.593	Noun	Noun
swing	4.414	Verb	Verb|Noun
swinger	2.872	Noun	Noun|Name
swingers	2.945	Noun	Noun|Name
swinging	3.789	Verb	Verb|Adjective
swingles	1.894	Verb	Verb|Noun
swingman	1.593	Noun	Noun
swings	3.550	Noun	Noun|Verb
swingy	1.593	Adjective	Adjective
swinish	2.195	Adjective	Adjective|Verb
swink	2.769	Name	Name|Verb
swinney	1.894	Name	Name|Noun
swipe	3.211	Verb	Verb|Noun
swiped	3.221	Verb	Verb|Adjective
swiper	1.769	Noun	Noun
swipes	2.195	Verb	Verb|Noun
swiping	2.634	Verb	Verb
swirl	2.964	Noun	Noun|Verb
swirled	2.070	Verb	Verb
swirling	2.964	Verb	Verb|Adjective
swirls	2.547	Noun	Noun|Verb
swirly	2.468	Adverb	Adverb|Adjective
swish	3.211	Verb	Verb|Noun|Name
swished	1.769	Verb	Verb
swisher	1.894	Name	Name|Noun
swishes	2.137	Verb	Verb|Noun
swishing	2.406	Verb	Verb|Noun
swishy	1.769	Adjective	Adjective
swiss	3.800	Adjective	Adjective|Noun
switch	4.449	Verb	Verb|Noun
switchback	1.769	Noun	Noun
switchblade	2.654	Noun	Noun|Name|Verb
switchblades	1.894	Noun	Noun
switchboard	3.063	Noun	Noun
switchboards	1.894	Noun	Noun
switched	3.885	Verb	Verb|Adjective
switcher	2.836	Name	Name|Noun
switcheroo	2.496	Noun	Noun|Name
switches	3.422	Noun	Noun|Verb
switching	3.582	Verb	Verb|Adjective|Noun
