word	pknown	prevalence	nobs
harassingly	0.8930	1.222	243
harassment	0.9971	2.416	349
harbinger	0.8834	1.173	386
harbor	0.9778	1.928	406
harborage	0.6595	0.407	417
harbormaster	0.8803	1.157	451
hard	0.9975	2.432	396
hardback	0.9574	1.673	352
hardbake	0.5137	0.034	366
hardball	0.9719	1.841	356
hardboard	0.8500	1.022	380
hardboiled	0.9727	1.852	440
hardbound	0.9018	1.269	397
hardcopy	0.9701	1.817	401
hardcore	0.9923	2.239	392
hardcover	0.9876	2.114	404
harddisk	0.7257	0.593	226
harden	0.9889	2.144	359
hardened	0.9790	1.946	428
hardener	0.9423	1.537	364
hardening	0.9974	2.428	382
harder	0.9956	2.353	459
hardhack	0.3535	-0.372	396
hardhat	0.9504	1.606	383
hardhead	0.9319	1.458	411
hardheaded	0.9788	1.944	425
hardheadedly	0.7663	0.718	261
hardheadedness	0.9271	1.424	439
hardhearted	0.9140	1.340	407
hardheartedly	0.8308	0.944	260
hardheartedness	0.8629	1.077	423
hardihood	0.2315	-0.725	406
hardily	0.8699	1.108	438
hardiness	0.9907	2.193	432
hardline	0.9696	1.811	395
hardliner	0.9019	1.270	418
hardly	0.9972	2.417	351
hardness	0.9922	2.234	384
hardpan	0.5985	0.247	406
hardscrabble	0.5285	0.071	386
hardship	0.9923	2.238	391
hardstand	0.5294	0.073	374
hardtack	0.7804	0.764	378
hardtop	0.9312	1.453	407
hardware	0.9975	2.433	398
hardwired	0.9838	2.033	432
hardwood	0.9832	2.021	417
hardworking	0.9920	2.230	377
hardy	0.9852	2.061	406
hare	0.9776	1.924	402
harebell	0.2702	-0.605	459
harebrain	0.8338	0.956	391
harebrained	0.8878	1.195	392
harelip	0.7951	0.814	410
harem	0.9520	1.621	417
haricot	0.5493	0.123	355
hark	0.9471	1.577	435
harken	0.8844	1.178	173
harlequin	0.9302	1.446	430
harlequinade	0.3159	-0.474	421
harlequinesque	0.7977	0.823	435
harlot	0.9469	1.576	377
harlotry	0.7087	0.543	357
harm	1.0000	2.576	377
harmer	0.7199	0.576	407
harmful	0.9898	2.168	393
harmfully	0.9714	1.835	385
harmfulness	0.9412	1.528	408
harmless	0.9973	2.425	374
harmlessly	0.9919	2.227	372
harmlessness	0.9622	1.723	423
harmonic	0.9931	2.261	432
harmonica	0.9868	2.096	380
harmonically	0.9619	1.720	420
harmonicon	0.2747	-0.592	375
harmonics	0.9925	2.244	401
harmonious	0.9848	2.054	462
harmoniously	0.9832	2.021	357
harmoniousness	0.9337	1.471	362
harmonist	0.9018	1.269	397
harmonistic	0.8650	1.086	400
harmonistically	0.7100	0.547	269
harmonium	0.8338	0.956	379
harmonization	0.9707	1.824	375
harmonize	0.9895	2.159	380
harmonizer	0.9788	1.944	378
harmony	0.9953	2.341	430
harness	0.9902	2.178	408
harnesser	0.7775	0.754	355
harp	0.9950	2.329	401
harpings	0.8091	0.863	372
harpist	0.9828	2.014	408
harpoon	0.9868	2.095	378
harpooner	0.9287	1.436	407
harpsichord	0.8622	1.074	392
harpsichordist	0.8275	0.932	429
harpy	0.8115	0.872	382
harquebus	0.1347	-1.088	401
harquebusier	0.1111	-1.200	387
harrassment	0.9879	2.120	413
harridan	0.4009	-0.248	424
harrier	0.8225	0.913	400
harrow	0.9256	1.414	403
harrower	0.7335	0.616	409
harrowing	0.9749	1.884	399
harrowingly	0.8945	1.230	237
harrumph	0.7136	0.558	426
harry	0.8726	1.121	369
harsh	1.0000	2.576	396
harshly	0.9975	2.435	405
harshness	0.9893	2.156	375
hart	0.6579	0.402	380
hartebeest	0.1976	-0.839	415
harvest	0.9975	2.435	406
harvester	0.9877	2.117	408
harvestless	0.6681	0.430	226
harvestman	0.7625	0.706	379
hasenpfeffer	0.2254	-0.745	386
hash	0.9879	2.121	414
hasher	0.6375	0.348	251
hashish	0.8260	0.926	385
hasp	0.5172	0.043	377
hassle	0.9972	2.417	351
hassock	0.6294	0.327	367
hastate	0.0980	-1.270	449
haste	0.9974	2.428	383
hasten	0.9584	1.683	385
hastener	0.7463	0.655	406
hastily	0.9948	2.321	384
hastiness	0.9878	2.119	411
hasty	0.9906	2.188	424
hat	0.9976	2.438	415
hatband	0.7252	0.592	393
hatbox	0.8639	1.081	360
hatch	0.9902	2.178	408
hatchability	0.7208	0.579	394
hatchback	0.9757	1.895	412
hatcheck	0.5124	0.031	402
hatchel	0.2494	-0.669	385
hatchery	0.9294	1.440	425
hatchet	0.9953	2.339	425
hatching	0.9949	2.325	394
hatchling	0.9733	1.860	412
hatchment	0.4499	-0.125	429
hatchway	0.8447	0.999	412
hate	0.9974	2.431	392
hateful	0.9975	2.431	393
hatefully	0.9804	1.971	409
hatefulness	0.9733	1.860	449
hater	0.9837	2.031	368
hatful	0.5096	0.024	363
hath	0.9217	1.388	447
hatless	0.9189	1.370	407
hatpin	0.8355	0.963	389
hatred	0.9926	2.246	404
hatter	0.8838	1.175	413
hauberk	0.3007	-0.517	419
haughtily	0.9327	1.464	401
haughtiness	0.9369	1.495	396
haughty	0.9524	1.624	441
haul	0.9952	2.337	419
haulage	0.5359	0.089	418
hauler	0.8975	1.245	400
haulm	0.0769	-1.397	416
haunch	0.9019	1.270	418
haunt	0.9907	2.190	428
haunter	0.7934	0.808	392
hauntingly	0.9904	2.182	415
hautboy	0.2312	-0.726	372
hauteur	0.5808	0.202	427
havarti	0.5703	0.175	377
have	0.9953	2.338	422
haven	0.9955	2.347	443
havenless	0.6872	0.483	390
haversack	0.5819	0.205	409
havoc	0.9843	2.043	382
haw	0.7647	0.713	391
hawfinch	0.2477	-0.674	428
hawk	0.9841	2.039	441
hawked	0.9194	1.373	397
hawker	0.8660	1.091	403
hawking	0.9367	1.494	411
hawkish	0.9171	1.359	422
hawksbill	0.5703	0.175	391
hawkweed	0.4671	-0.082	426
hawse	0.1877	-0.875	405
hawsehole	0.0902	-1.314	410
hawser	0.2782	-0.582	381
hawthorn	0.8546	1.041	399
hay	0.9776	1.924	402
haycock	0.4939	-0.015	409
hayfield	0.8686	1.102	388
hayfork	0.6295	0.327	386
hayloft	0.8435	0.995	409
haymaker	0.9435	1.547	407
haymaking	0.8782	1.147	435
haymow	0.1983	-0.837	459
hayrack	0.6121	0.282	379
hayrick	0.3071	-0.499	368
hayride	0.8744	1.130	422
hayseed	0.8329	0.952	383
haystack	0.9947	2.318	378
haywire	0.9932	2.264	438
hazard	0.9904	2.184	417
hazardable	0.5684	0.170	373
hazarder	0.3470	-0.389	389
hazardless	0.9125	1.331	423
hazardous	0.9903	2.180	411
hazardously	0.9613	1.713	439
hazardousness	0.7745	0.745	235
haze	0.9925	2.243	399
hazel	0.9950	2.328	400
hazelnut	0.9836	2.029	427
hazer	0.6936	0.501	421
hazily	0.9662	1.769	444
haziness	0.9788	1.943	377
hazing	0.9703	1.819	437
hazmat	0.7873	0.787	395
hazy	0.9877	2.116	407
he	0.9909	2.197	440
head	1.0000	2.576	421
headache	0.9947	2.318	379
headachy	0.6568	0.399	370
headband	0.9951	2.331	407
headboard	0.9896	2.161	383
headcheese	0.6963	0.508	382
headcount	0.9817	1.994	438
headdress	0.9369	1.495	412
headed	0.9977	2.443	435
header	0.9877	2.115	486
headfirst	0.9353	1.483	402
headforemost	0.4289	-0.177	401
headgear	0.9949	2.324	392
headhunter	0.9728	1.853	404
headily	0.8537	1.037	246
headiness	0.9299	1.444	385
heading	0.9976	2.438	414
headlamp	0.9816	1.991	434
headland	0.7831	0.773	378
headless	0.9973	2.422	364
headlight	0.9929	2.258	425
headline	0.9920	2.229	375
headliner	0.9957	2.355	465
headlock	0.9905	2.186	421
headlong	0.9409	1.526	406
headman	0.9111	1.323	405
headmaster	0.9878	2.119	411
headmastership	0.8290	0.938	427
headmistress	0.9871	2.102	387
headmost	0.7069	0.538	331
headphone	0.9953	2.339	424
headphones	0.9897	2.164	387
headpiece	0.9829	2.015	409
headpin	0.7639	0.710	377
headquarter	0.9784	1.936	370
headquarters	0.9947	2.318	379
headrace	0.4335	-0.166	406
headrest	0.9949	2.325	394
headroom	0.9749	1.883	438
heads	0.9972	2.420	360
headsail	0.7005	0.520	414
headscarf	0.9483	1.588	387
headset	0.9892	2.151	369
headshake	0.9317	1.457	366
headship	0.7050	0.533	400
headshot	0.9897	2.164	387
headshrinker	0.8645	1.084	406
headsman	0.8828	1.170	384
headspace	0.9672	1.780	396
headspring	0.7703	0.731	418
headstall	0.5319	0.079	408
headstand	0.9722	1.844	395
headstock	0.7463	0.655	406
headstone	0.9801	1.966	403
headstream	0.7408	0.639	382
headstrong	0.9949	2.323	389
headstrongness	0.7461	0.655	256
headteacher	0.8006	0.833	346
headwaiter	0.8880	1.196	384
headwall	0.5692	0.173	448
headwater	0.7929	0.806	396
headwaters	0.8316	0.947	374
headway	0.9804	1.970	408
headwear	0.9867	2.092	375
headwind	0.9401	1.520	384
headwork	0.8278	0.933	389
headworker	0.7479	0.660	357
heady	0.9038	1.280	426
heal	0.9951	2.331	405
healable	0.8971	1.243	418
healer	0.9973	2.426	376
healing	0.9976	2.439	418
healingly	0.6871	0.482	278
health	0.9975	2.435	405
healthcare	0.9897	2.164	387
healthful	0.8920	1.217	352
healthfully	0.8881	1.196	411
healthfulness	0.8543	1.040	405
healthily	0.9249	1.409	386
healthiness	0.9620	1.721	368
healthy	0.9952	2.335	416
heap	0.9974	2.431	392
heaper	0.6131	0.285	442
heaps	0.9758	1.897	414
hear	0.9899	2.170	396
hearable	0.7602	0.699	367
hearer	0.8081	0.860	422
hearing	0.9978	2.446	445
hearken	0.6710	0.438	389
hearkener	0.4606	-0.098	406
hearsay	0.9767	1.911	387
hearse	0.9397	1.516	398
heart	1.0000	2.576	364
heartache	0.9951	2.331	406
heartbeat	0.9926	2.247	405
heartbreak	0.9973	2.426	376
heartbreaker	0.9927	2.250	411
heartbreaking	0.9973	2.426	375
heartbreakingly	0.9490	1.593	431
heartbroken	0.9866	2.091	373
heartbrokenly	0.7326	0.614	273
heartbrokenness	0.8175	0.894	389
heartburn	0.9924	2.240	394
heartburning	0.8568	1.050	405
hearted	0.9207	1.382	391
heartedly	0.9266	1.421	368
heartedness	0.8152	0.885	395
hearten	0.9396	1.516	414
heartening	0.9834	2.025	422
heartfelt	0.9902	2.178	408
hearth	0.9829	2.015	409
hearthrug	0.6488	0.378	373
hearthside	0.8447	1.000	425
hearthstone	0.9271	1.424	425
heartily	0.9825	2.007	456
heartiness	0.9600	1.700	450
hearting	0.6015	0.255	409
heartland	0.9842	2.041	444
heartleaf	0.3326	-0.428	466
heartless	1.0000	2.576	429
heartlessly	0.9887	2.140	443
heartlessness	0.9724	1.847	398
heartrending	0.8630	1.078	365
hearts	1.0000	2.576	401
heartsease	0.2534	-0.656	367
heartsick	0.9165	1.355	395
heartsickness	0.8626	1.076	393
heartstring	0.9642	1.746	419
heartthrob	0.9783	1.935	415
heartwarming	0.9900	2.172	399
heartwood	0.6717	0.440	396
heartworm	0.8613	1.070	411
hearty	0.9951	2.332	409
heat	1.0000	2.576	408
heatedly	0.9487	1.591	429
heater	0.9901	2.175	403
heath	0.9376	1.501	433
heathen	0.9752	1.887	403
heathendom	0.5609	0.152	394
heathenish	0.7255	0.592	408
heathenishly	0.5949	0.238	237
heathenism	0.7980	0.824	406
heathenize	0.5512	0.127	381
heathenness	0.6264	0.319	265
heathenry	0.4934	-0.016	381
heather	0.9776	1.924	357
heathery	0.6452	0.369	389
heathland	0.5349	0.087	387
heating	1.0000	2.576	369
heatless	0.8879	1.195	464
heatproof	0.9412	1.528	374
heatstroke	0.9946	2.312	368
heatwave	0.9921	2.232	381
heave	0.9907	2.191	430
heaven	0.9864	2.087	442
heavenliness	0.9179	1.364	402
heavenly	0.9925	2.244	401
heavens	0.9974	2.427	380
heavenward	0.8522	1.031	345
heavenwards	0.8027	0.840	370
heaver	0.7470	0.658	423
heavies	0.7786	0.758	393
heavily	0.9974	2.430	388
heaviness	0.9854	2.066	412
heaving	0.9901	2.175	403
heavy	0.9972	2.421	361
heavyhearted	0.9589	1.688	365
heavyheartedness	0.8268	0.929	254
heavyset	0.9517	1.618	352
heavyweight	0.9930	2.261	431
hebdomad	0.0546	-1.563	403
hebdomadal	0.1183	-1.165	372
hebdomadally	0.0714	-1.435	238
hebephrenic	0.1953	-0.847	430
hebetate	0.0856	-1.343	374
hebetation	0.0930	-1.299	398
hebetudinous	0.1361	-1.081	382
hecatomb	0.2486	-0.671	354
heck	0.9789	1.946	380
heckle	0.9770	1.914	391
heckler	0.9726	1.851	402
heckling	0.9521	1.622	167
hectare	0.7430	0.645	393
hectic	0.9835	2.026	363
hectically	0.7857	0.782	378
hectogram	0.7435	0.647	421
hectograph	0.6499	0.381	357
hectoliter	0.4162	-0.209	370
hectometer	0.6536	0.391	384
hector	0.8382	0.973	445
heddle	0.1649	-0.961	388
hedge	0.9930	2.261	431
hedgehog	0.9954	2.344	436
hedgehop	0.3069	-0.499	391
hedgehopper	0.6004	0.252	448
hedger	0.8164	0.890	403
hedgerow	0.8404	0.982	401
hedging	0.9752	1.888	404
hedgy	0.6950	0.505	400
hedonic	0.7494	0.665	395
hedonically	0.5898	0.225	256
hedonics	0.5910	0.228	401
hedonism	0.9144	1.342	409
hedonist	0.9190	1.371	395
hedonistic	0.9305	1.448	374
hedonistically	0.8712	1.115	233
heed	0.9711	1.830	346
heeder	0.6264	0.319	265
heedful	0.7990	0.827	383
heedfully	0.7917	0.802	360
heedfulness	0.7429	0.645	245
heedless	0.9175	1.362	388
heedlessly	0.8909	1.210	394
heedlessness	0.8534	1.036	423
heehaw	0.7743	0.744	412
heel	0.9900	2.174	402
heelball	0.2661	-0.617	387
heeled	0.9806	1.973	412
heeler	0.6749	0.449	406
heelless	0.5805	0.201	348
heelpiece	0.5177	0.044	396
heeltap	0.6266	0.319	399
heft	0.9237	1.402	367
heftily	0.8762	1.138	404
heftiness	0.9686	1.798	414
hefty	0.9976	2.440	421
hegemon	0.5978	0.245	184
hegemonic	0.5623	0.155	393
hegemony	0.6984	0.514	431
hegira	0.1128	-1.192	399
heifer	0.8616	1.071	419
height	1.0000	2.576	439
heighten	0.9898	2.168	393
heightened	0.9953	2.341	430
heightener	0.8059	0.852	407
heinous	0.9573	1.672	398
heinously	0.9267	1.421	409
heinousness	0.8793	1.153	406
heir	0.9848	2.054	396
heirdom	0.7174	0.569	368
heiress	0.9691	1.804	388
heirless	0.8982	1.249	452
heirloom	0.9821	2.000	391
heist	0.9842	2.041	444
heldentenor	0.0399	-1.701	401
heliacal	0.2651	-0.620	430
heliacally	0.2148	-0.780	256
helianthus	0.3431	-0.400	411
helical	0.5793	0.198	397
helically	0.3844	-0.291	372
helices	0.4308	-0.173	383
helicobacter	0.2541	-0.654	366
helicoidally	0.2110	-0.793	237
helicon	0.5916	0.229	382
helicopter	1.0000	2.576	398
heliocentric	0.9123	1.330	365
heliocentrically	0.7773	0.754	238
heliocentricity	0.8251	0.923	406
heliodor	0.2494	-0.669	397
heliogram	0.7828	0.772	396
heliograph	0.8804	1.158	418
heliographer	0.7694	0.728	425
heliographic	0.8814	1.163	388
heliography	0.8504	1.023	381
heliolatrous	0.2164	-0.775	402
heliolatry	0.2405	-0.696	370
heliolithic	0.6779	0.457	416
heliostat	0.6962	0.508	395
heliotherapy	0.7793	0.761	358
heliotrope	0.8352	0.962	437
heliotropically	0.7308	0.608	234
heliotropism	0.7480	0.660	377
heliotype	0.7704	0.731	392
heliozoan	0.2535	-0.656	430
helipad	0.9506	1.608	425
heliport	0.9302	1.446	401
helipterum	0.1446	-1.044	408
helium	0.9923	2.239	392
helix	0.9573	1.672	398
hell	1.0000	2.576	350
hellacious	0.7713	0.734	376
hellbender	0.7660	0.717	423
hellbox	0.3756	-0.314	434
hellcat	0.8575	1.053	414
hellebore	0.3358	-0.419	399
hellfire	0.9736	1.865	417
hellgrammite	0.0885	-1.325	418
hellhole	0.9645	1.748	422
hellhound	0.9136	1.337	405
hellion	0.7319	0.611	455
hellish	0.9868	2.096	379
hellishly	0.9559	1.658	363
hellishness	0.9305	1.448	259
hello	0.9975	2.432	396
helm	0.9788	1.943	424
helmed	0.8561	1.047	417
helmet	1.0000	2.576	404
helmeted	0.9107	1.320	403
helminthes	0.1146	-1.183	419
helminthological	0.1727	-0.931	388
helmless	0.7677	0.722	396
helmsman	0.8626	1.076	393
helot	0.3415	-0.404	407
helotism	0.2500	-0.667	372
helotry	0.1888	-0.871	392
help	1.0000	2.576	403
helpable	0.6838	0.473	408
helpdesk	0.8778	1.146	401
helper	0.9954	2.345	439
helpful	0.9922	2.234	383
helpfully	0.9567	1.666	462
helpfulness	0.9766	1.909	428
helping	0.9974	2.429	385
helpingly	0.6087	0.273	230
helpless	0.9944	2.307	358
helplessly	0.9928	2.254	418
helplessness	0.9912	2.206	456
helpline	0.9518	1.619	415
helpmate	0.6751	0.449	394
helpmeet	0.3667	-0.337	390
helter	0.7778	0.755	369
helve	0.2222	-0.755	405
hem	0.9591	1.690	440
hematemesis	0.3871	-0.284	186
hematite	0.7119	0.553	354
hematocrit	0.4074	-0.232	162
hematologic	0.7264	0.595	402
hematological	0.8632	1.078	424
hematologist	0.9286	1.435	392
hematology	0.9279	1.430	430
hematoma	0.8741	1.128	397
hematopoietic	0.3408	-0.406	358
hematuria	0.3019	-0.513	159
hemelytron	0.0993	-1.263	413
hemianopia	0.2139	-0.783	374
hemichordate	0.4032	-0.243	372
hemicycle	0.5305	0.076	394
hemicyclic	0.5583	0.145	369
hemihedrism	0.1704	-0.940	399
hemineglect	0.1759	-0.919	398
hemiparesis	0.4790	-0.052	167
hemiplegia	0.4299	-0.175	421
hemiplegic	0.5113	0.028	397
hemisphere	0.9924	2.241	396
hemispheric	0.9603	1.702	151
hemispherical	0.9490	1.594	412
hemispheroid	0.6846	0.476	371
hemispheroidal	0.7292	0.603	384
hemistich	0.2108	-0.794	370
hemiterpene	0.1281	-1.118	437
hemitrope	0.5220	0.055	387
hemitropic	0.6333	0.337	409
hemline	0.9192	1.372	396
hemlock	0.9398	1.517	432
hemmer	0.2926	-0.540	417
hemodialysis	0.6963	0.508	135
hemodynamic	0.5272	0.068	404
hemoglobin	0.9684	1.796	412
hemolysis	0.4545	-0.113	143
hemolytic	0.5250	0.062	400
hemophilia	0.9575	1.674	400
hemophiliac	0.9292	1.439	339
hemophilic	0.8511	1.026	403
hemorrhage	0.9689	1.802	386
hemorrhagic	0.7199	0.576	407
hemorrhoid	0.9426	1.540	401
hemostasis	0.8431	0.993	376
hemostat	0.6887	0.487	408
hemostatic	0.8161	0.889	174
hemp	0.9715	1.835	421
hempen	0.2744	-0.593	379
hempseed	0.8802	1.157	359
hemstitch	0.6992	0.516	379
hemstitcher	0.5813	0.203	418
hen	0.9853	2.063	408
henbane	0.2768	-0.586	419
henbit	0.1569	-0.993	408
hence	0.9948	2.322	388
henceforth	0.9803	1.969	407
henceforward	0.8625	1.075	400
henchman	0.9696	1.811	362
hencoop	0.5833	0.208	420
hendecagon	0.1772	-0.914	412
hendecasyllabic	0.1707	-0.938	369
hendecasyllable	0.1522	-1.012	381
hendiadys	0.0438	-1.661	411
henequen	0.0418	-1.681	407
henhouse	0.9573	1.672	375
henna	0.9146	1.344	410
hennery	0.2785	-0.581	395
henotheism	0.2380	-0.704	395
henotheist	0.2005	-0.829	429
henotheistic	0.2845	-0.563	362
henpeck	0.7708	0.733	432
hep	0.3211	-0.460	380
heparin	0.4828	-0.043	406
hepatic	0.6864	0.480	405
hepatica	0.3813	-0.299	396
hepatitis	0.9865	2.089	371
hepatocellular	0.3875	-0.283	160
hepatocyte	0.4575	-0.106	153
hepialid	0.1102	-1.205	245
heptagon	0.8480	1.013	421
heptagonal	0.7736	0.742	371
heptahedron	0.6364	0.345	429
heptameter	0.6000	0.251	440
heptane	0.5512	0.127	127
heptarch	0.2137	-0.784	365
heptarchic	0.2682	-0.611	399
heptastich	0.1058	-1.228	416
heptathlon	0.6956	0.506	427
heptavalent	0.3069	-0.499	404
her	0.9925	2.243	398
herald	0.9749	1.883	359
heraldic	0.7995	0.829	389
heraldically	0.5749	0.187	374
heraldry	0.8129	0.877	417
herb	1.0000	2.576	419
herbaceous	0.8213	0.908	431
herbage	0.7376	0.629	362
herbal	0.9952	2.334	413
herbalist	0.9794	1.953	436
herbaria	0.3042	-0.507	424
herbarium	0.6427	0.362	445
herbicidal	0.9046	1.285	409
herbicide	0.9638	1.741	387
herbivore	0.9811	1.982	423
herbivorous	0.9492	1.596	374
herbless	0.7187	0.573	416
herblike	0.6787	0.459	361
herbs	0.9953	2.338	422
herby	0.5462	0.115	379
herculean	0.8920	1.217	389
herd	0.9902	2.179	409
herder	0.9245	1.407	424
herding	0.9788	1.944	425
herdsman	0.9471	1.577	378
herdswoman	0.8373	0.970	375
here	0.9926	2.248	407
hereabout	0.8928	1.220	401
hereafter	0.9849	2.054	463
hereby	0.9833	2.024	360
hereditability	0.8060	0.852	402
hereditable	0.7325	0.613	400
hereditarianism	0.6700	0.435	403
hereditarily	0.7769	0.753	399
hereditariness	0.5668	0.167	217
hereditary	0.9835	2.027	424
hereditist	0.5681	0.170	382
heredity	0.9523	1.623	377
herein	0.8750	1.132	376
hereinabove	0.4695	-0.076	377
hereinafter	0.7965	0.819	398
hereinbefore	0.4275	-0.181	414
hereinto	0.6667	0.426	399
hereof	0.8473	1.010	393
hereon	0.4859	-0.035	354
heresiarch	0.1016	-1.250	433
heresy	0.9078	1.303	358
heretic	0.9579	1.678	428
heretical	0.9325	1.463	415
heretically	0.8912	1.212	386
hereto	0.7646	0.712	395
heretofore	0.7683	0.724	397
hereunder	0.6184	0.298	359
hereunto	0.6754	0.450	382
hereupon	0.8653	1.088	401
herewith	0.8159	0.888	353
heriot	0.2832	-0.567	173
heritability	0.7518	0.672	407
heritable	0.7700	0.730	413
heritably	0.5615	0.153	244
heritage	0.9972	2.418	354
heritance	0.7677	0.722	396
heritor	0.2187	-0.767	375
herm	0.2244	-0.748	410
hermaphrodite	0.9711	1.831	381
hermaphroditic	0.8804	1.158	393
hermaphroditical	0.7834	0.774	397
hermaphroditically	0.7195	0.575	246
hermeneutic	0.3980	-0.256	392
hermeneutical	0.4300	-0.175	393
hermeneutically	0.4469	-0.132	414
hermeneutics	0.4429	-0.142	429
hermeneutist	0.2995	-0.520	374
hermetic	0.8211	0.907	408
hermetical	0.7071	0.539	420
hermetically	0.8414	0.986	353
hermit	0.9898	2.168	393
hermitage	0.8920	1.217	389
hermitic	0.7050	0.533	383
hermitical	0.6011	0.254	356
hermitically	0.5581	0.145	215
hernia	0.9788	1.944	425
herniate	0.7862	0.784	421
herniated	0.8961	1.238	414
hero	1.0000	2.576	408
heroic	0.9877	2.116	406
heroically	0.9847	2.051	392
heroicness	0.6154	0.290	221
heroics	0.9856	2.070	417
heroin	0.9976	2.438	416
heroine	0.9919	2.226	371
heroism	0.9924	2.240	393
heron	0.9184	1.367	392
heronry	0.2434	-0.687	378
herpes	0.9949	2.326	396
herpetic	0.5932	0.233	381
herpetological	0.5983	0.246	356
herpetologist	0.7525	0.674	404
herpetology	0.6626	0.415	406
herring	0.9481	1.585	385
herringbone	0.9093	1.312	408
hers	0.9976	2.439	418
herself	0.9954	2.345	438
hertz	0.8980	1.248	402
hesitance	0.9463	1.570	428
hesitancy	0.9563	1.662	343
hesitant	0.9979	2.452	469
hesitantly	0.9823	2.004	395
hesitate	1.0000	2.576	372
hesitating	0.9869	2.099	383
hesitatingly	0.8983	1.250	413
hesitation	0.9975	2.434	402
hesitative	0.7519	0.672	403
hessian	0.6804	0.464	388
hessonite	0.2158	-0.777	380
hest	0.3848	-0.290	434
het	0.2356	-0.712	433
hetaera	0.1413	-1.058	375
hetaerism	0.1368	-1.079	351
hetero	0.8470	1.009	451
heterochromatic	0.7554	0.684	368
heterochromatin	0.4858	-0.035	387
heterochromosome	0.7900	0.796	400
heteroclite	0.2677	-0.613	437
heterocyclic	0.6176	0.296	408
heterocyst	0.4459	-0.135	388
heterodox	0.4593	-0.101	405
heterodoxy	0.5837	0.209	406
heterodyne	0.5061	0.015	409
heteroecism	0.2991	-0.521	321
heterogametic	0.5026	0.006	382
heterogamous	0.5645	0.161	411
heterogamy	0.6445	0.367	422
heterogeneity	0.7608	0.700	372
heterogeneous	0.9129	1.333	425
heterogeneously	0.8675	1.098	453
heterogeneousness	0.8692	1.105	237
heterogenic	0.8711	1.114	388
heterogonous	0.6692	0.433	402
heterograft	0.3794	-0.304	398
heterologous	0.6457	0.370	175
heterolysis	0.4354	-0.161	395
heteromorphy	0.6178	0.297	382
heteronomous	0.6204	0.303	137
heteronomy	0.6795	0.461	365
heteronym	0.5662	0.165	408
heteronymous	0.6195	0.301	389
heterosexism	0.8968	1.242	155
heterosexual	0.9944	2.306	357
heterosexuality	0.9904	2.184	418
heterostyled	0.5157	0.039	415
heterothallic	0.3441	-0.397	404
heterothallism	0.2604	-0.635	384
heterotopic	0.7319	0.611	138
heterotopy	0.4728	-0.068	404
heterotrophic	0.7382	0.630	401
heterotrophy	0.6930	0.499	417
heterotypic	0.6736	0.445	386
heterotypical	0.8421	0.989	380
heterozygosis	0.5602	0.150	382
heterozygote	0.7571	0.689	387
heterozygous	0.7185	0.572	444
hetman	0.0628	-1.497	366
heuristic	0.6515	0.385	373
heuristically	0.6318	0.333	402
hew	0.8058	0.851	417
hewer	0.3940	-0.266	401
hewn	0.7990	0.828	413
hex	0.9713	1.833	383
hexachord	0.5404	0.100	396
hexadecane	0.3850	-0.289	374
hexadecimal	0.8240	0.918	409
hexafluoride	0.7897	0.795	409
hexagon	0.9927	2.250	412
hexagonal	0.9762	1.903	463
hexagonally	0.9199	1.377	362
hexagram	0.9118	1.326	408
hexahedral	0.7366	0.626	372
hexahedron	0.8240	0.918	392
hexameter	0.7098	0.547	417
hexamethylenetetramine	0.4806	-0.048	360
hexametric	0.6190	0.300	420
hexametrical	0.6347	0.341	386
hexamitiasis	0.1942	-0.851	417
hexane	0.5378	0.094	357
hexangular	0.6522	0.387	368
hexapod	0.6478	0.375	423
hexapodous	0.2660	-0.618	391
hexapody	0.2744	-0.593	430
hexastich	0.1632	-0.968	429
hexode	0.2772	-0.585	267
hexogen	0.4845	-0.039	419
hexokinase	0.2577	-0.643	163
hexose	0.2201	-0.762	159
hexylresorcinol	0.1266	-1.125	387
hey	0.9950	2.327	398
heyday	0.9171	1.359	374
hi	0.9949	2.324	392
hiatal	0.4539	-0.115	152
hiatus	0.9519	1.620	374
hibachi	0.7189	0.573	402
hibernal	0.6221	0.308	426
hibernate	0.9951	2.332	408
hibernation	0.9867	2.094	377
hibernator	0.9342	1.475	395
hibiscus	0.9293	1.439	410
hic	0.6039	0.261	361
hiccough	0.6461	0.371	373
hiccup	0.9974	2.431	390
hick	0.9611	1.712	386
hickey	0.9651	1.755	372
hickory	0.9740	1.869	384
hidalgo	0.5432	0.107	359
hidden	0.9977	2.444	438
hide	0.9903	2.180	412
hideaway	0.9902	2.179	410
hidebound	0.6085	0.273	401
hided	0.4405	-0.148	395
hideous	0.9952	2.338	421
hideously	0.9976	2.439	419
hideousness	0.9741	1.871	386
hideout	0.9929	2.255	421
hider	0.7650	0.714	349
hie	0.2779	-0.582	385
hierarch	0.8544	1.040	371
hierarchal	0.9049	1.286	410
hierarchic	0.8936	1.225	423
hierarchical	0.9574	1.673	399
hierarchically	0.9227	1.395	453
hierarchism	0.8655	1.089	394
hierarchy	0.9880	2.122	415
hieratic	0.6160	0.292	401
hieratical	0.5379	0.094	435
hieratically	0.5788	0.197	273
hierocracy	0.6307	0.330	398
hierocratic	0.6083	0.272	360
hierodule	0.0893	-1.320	392
hieroglyph	0.9176	1.362	425
hieroglyphic	0.9319	1.458	367
hieroglyphically	0.8550	1.043	262
hieroglyphics	0.9440	1.551	411
