word	pknown	prevalence	nobs
rulebook	0.9746	1.879	355
rulemaking	0.8903	1.207	401
ruler	0.9974	2.430	389
ruling	0.9926	2.247	405
rum	0.9975	2.434	402
rumba	0.8670	1.095	406
rumble	0.9926	2.245	403
rumbling	0.9976	2.437	411
rumen	0.4120	-0.220	415
ruminant	0.8065	0.854	398
ruminate	0.8852	1.182	357
ruminating	0.8978	1.247	401
rumination	0.8912	1.212	386
ruminative	0.7846	0.778	390
ruminatively	0.7081	0.542	442
ruminator	0.8168	0.891	404
rummage	0.9821	2.001	448
rummy	0.8805	1.159	410
rumor	0.9748	1.881	436
rumormonger	0.7335	0.616	409
rump	0.9814	1.988	430
rumple	0.8929	1.221	392
rumpus	0.8865	1.188	379
rumrunner	0.6693	0.433	381
run	0.9976	2.440	421
runabout	0.9276	1.428	359
runagate	0.1455	-1.041	378
runaround	0.9600	1.700	450
runaway	0.9952	2.335	416
runback	0.6685	0.431	368
rundle	0.3034	-0.509	356
rundown	0.9779	1.929	407
rune	0.8428	0.992	388
rung	0.9745	1.877	392
runic	0.5859	0.215	384
runlet	0.2143	-0.782	392
runnel	0.3120	-0.485	375
runner	1.0000	2.576	405
running	0.9928	2.254	419
runny	0.9788	1.943	377
runoff	0.9393	1.514	412
runt	0.9884	2.132	431
runtime	0.9463	1.570	428
runty	0.6561	0.398	378
runway	0.9922	2.235	385
rupee	0.8390	0.976	385
rupiah	0.1370	-1.077	416
rupture	0.9949	2.323	389
ruptured	0.9975	2.436	407
rural	0.9947	2.319	380
rurally	0.9167	1.356	420
ruse	0.9551	1.650	423
rush	0.9977	2.442	430
rushed	0.9978	2.446	447
rusher	0.8330	0.953	443
rushing	0.9977	2.441	426
rushy	0.5055	0.014	453
rusk	0.7224	0.583	389
russet	0.8638	1.081	389
rust	0.9903	2.180	412
rusted	0.9900	2.173	401
rustic	0.9849	2.055	398
rustically	0.8918	1.215	379
rusticate	0.6010	0.253	406
rustication	0.5641	0.160	429
rusticator	0.3730	-0.321	378
rusticity	0.6816	0.467	380
rustiness	0.9557	1.656	451
rustle	0.9889	2.144	359
rustler	0.9496	1.599	417
rustling	0.9647	1.751	368
rustproof	0.9352	1.482	432
rusty	0.9974	2.428	383
rut	0.9689	1.802	386
rutabaga	0.6872	0.483	390
ruthenium	0.3278	-0.441	360
ruthful	0.5506	0.126	425
ruthless	0.9869	2.099	383
ruthlessly	0.9928	2.254	418
ruthlessness	0.9923	2.239	392
rutile	0.1867	-0.878	166
rutting	0.8717	1.117	374
rutty	0.5822	0.205	426
rye	0.9877	2.117	408
ryegrass	0.7877	0.789	179
s	0.2821	-0.570	234
sab	0.1510	-1.017	192
sabayon	0.1951	-0.848	364
sabbath	0.9839	2.036	436
sabbatical	0.9399	1.518	416
saber	0.8964	1.239	386
sable	0.8834	1.173	403
sablefish	0.5037	0.009	403
sabot	0.3629	-0.347	383
sabotage	0.9903	2.181	413
saboteur	0.9193	1.373	409
sabra	0.3046	-0.506	394
sabre	0.9167	1.356	144
sac	0.7513	0.671	398
saccade	0.1774	-0.913	434
saccadic	0.1961	-0.845	362
saccharin	0.8338	0.956	361
saccharine	0.8407	0.984	427
saccharinely	0.5649	0.162	262
sacerdotal	0.2581	-0.642	403
sachem	0.2063	-0.809	412
sachet	0.8895	1.203	389
sack	1.0000	2.576	419
sackbut	0.2222	-0.755	459
sackcloth	0.8206	0.906	407
sacked	1.0000	2.576	402
sacker	0.7607	0.700	422
sacking	0.9821	2.001	392
saclike	0.4361	-0.159	360
sacra	0.3262	-0.446	374
sacral	0.6489	0.378	413
sacrament	0.9783	1.935	415
sacramental	0.9603	1.703	378
sacramentary	0.6489	0.378	188
sacred	0.9930	2.259	427
sacredly	0.9005	1.262	382
sacredness	0.9534	1.634	365
sacrifice	0.9976	2.439	419
sacrificial	0.9923	2.237	389
sacrificially	0.9737	1.866	419
sacrificing	0.9858	2.075	424
sacrilege	0.9500	1.603	420
sacrilegious	0.9189	1.370	407
sacrilegiously	0.8542	1.039	439
sacristan	0.3307	-0.433	378
sacristy	0.5219	0.054	366
sacroiliac	0.4307	-0.173	411
sacrosanct	0.7310	0.609	435
sacrum	0.7588	0.694	398
sad	0.9921	2.231	379
sadden	0.9740	1.870	423
saddening	0.9721	1.843	394
saddle	0.9906	2.188	424
saddleback	0.9709	1.827	412
saddlebag	0.9675	1.784	400
saddlebow	0.5937	0.235	411
saddlecloth	0.8677	1.099	393
saddled	0.9974	2.430	387
saddler	0.8631	1.078	409
saddlery	0.6718	0.440	131
saddletree	0.4194	-0.201	403
saddling	0.9353	1.483	433
sadhu	0.0859	-1.340	419
sadiron	0.1138	-1.187	369
sadism	0.9690	1.804	420
sadist	0.9832	2.021	416
sadistic	0.9811	1.982	423
sadistically	0.9751	1.886	402
sadly	0.9930	2.259	427
sadness	1.0000	2.576	357
sadomasochism	0.9433	1.545	423
sadomasochist	0.9091	1.311	429
sadomasochistic	0.9325	1.462	400
safari	0.9976	2.440	421
safe	0.9929	2.256	422
safebreaker	0.8625	1.075	400
safecracker	0.8878	1.195	392
safecracking	0.8763	1.139	372
safeguard	0.9976	2.440	421
safehouse	0.9932	2.264	438
safekeeping	0.9925	2.244	400
safelight	0.8370	0.969	411
safely	0.9947	2.318	378
safeness	0.8800	1.156	375
safety	0.9974	2.429	384
safetypin	0.8148	0.884	270
safflower	0.5780	0.195	410
saffron	0.9703	1.819	370
sag	0.9703	1.819	370
saga	0.9902	2.178	408
sagacious	0.6529	0.389	435
sagaciously	0.6834	0.472	379
sagaciousness	0.6374	0.348	262
sagacity	0.5771	0.193	376
sage	0.9972	2.418	354
sagebrush	0.7458	0.654	413
sagely	0.8649	1.086	407
sagging	0.9884	2.132	430
saggy	0.9792	1.949	432
sagittal	0.3676	-0.335	408
sago	0.3155	-0.475	412
saguaro	0.3402	-0.408	388
sahib	0.3272	-0.443	382
said	1.0000	2.576	385
sail	0.9898	2.167	391
sailable	0.7769	0.753	381
sailboard	0.8753	1.134	377
sailboat	0.9767	1.910	429
sailcloth	0.7878	0.789	344
sailed	0.9838	2.032	431
sailfish	0.7352	0.622	423
sailing	0.9978	2.446	446
sailor	0.9926	2.247	406
sailorman	0.7679	0.723	224
sailplane	0.5734	0.183	429
saint	0.9949	2.326	396
sainted	0.9740	1.869	384
sainthood	0.9787	1.942	423
saintlike	0.8856	1.184	376
saintliness	0.9394	1.514	396
saintly	0.9950	2.329	401
sake	0.9900	2.172	399
salaam	0.6049	0.263	410
salability	0.5863	0.216	394
salable	0.6430	0.363	381
salacious	0.9025	1.273	400
salaciously	0.8160	0.888	250
salaciousness	0.7846	0.778	390
salacity	0.5669	0.167	411
salad	1.0000	2.576	376
salamander	0.9849	2.055	398
salami	0.9898	2.167	391
salaried	0.9217	1.388	383
salary	0.9900	2.173	401
sale	0.9976	2.441	425
saleable	0.7853	0.781	177
saleroom	0.7575	0.690	400
sales	0.9945	2.309	362
salesclerk	0.9013	1.266	385
salesgirl	0.9084	1.307	404
saleslady	0.9022	1.271	358
salesman	0.9925	2.243	399
salesmanship	0.9802	1.967	404
salespeople	0.9390	1.511	377
salesperson	0.9751	1.885	441
salesroom	0.9760	1.899	416
saleswoman	0.9880	2.124	418
salicylate	0.5488	0.121	164
salicylic	0.6598	0.408	388
salience	0.7467	0.656	454
saliency	0.8214	0.909	140
salient	0.8954	1.234	392
saliently	0.8053	0.850	375
saline	0.9828	2.014	407
salinity	0.8462	1.006	429
salinization	0.8457	1.004	162
saliva	0.9944	2.306	356
salivary	0.8828	1.170	401
salivate	0.9873	2.108	395
salivation	0.9554	1.654	404
sallow	0.8166	0.890	447
sally	0.9259	1.416	378
salmagundi	0.1685	-0.947	362
salmon	0.9974	2.428	382
salmonberry	0.4239	-0.190	401
salmonella	0.9809	1.979	367
salmonellae	0.7092	0.545	337
salon	0.9878	2.118	409
saloon	0.9976	2.437	411
saloonkeeper	0.8411	0.985	384
salsa	0.9949	2.325	394
salsify	0.4015	-0.247	401
salt	0.9899	2.171	397
saltbox	0.7835	0.774	388
saltbush	0.4338	-0.165	385
saltcellar	0.7360	0.624	356
salted	0.9953	2.340	426
salter	0.6987	0.515	156
saltier	0.9215	1.387	382
saltimbocca	0.3492	-0.383	398
saltine	0.8880	1.196	393
saltiness	0.9881	2.126	421
salting	0.9528	1.628	339
saltpan	0.6250	0.315	416
saltpeter	0.6691	0.433	405
saltshaker	0.9159	1.351	428
saltwater	0.9905	2.186	421
saltwort	0.3852	-0.289	392
salty	0.9975	2.432	394
salubrious	0.6302	0.329	411
salubriously	0.6356	0.343	247
salubriousness	0.5874	0.219	223
saluki	0.2375	-0.706	421
salutary	0.8862	1.187	369
salutation	0.9924	2.241	395
salutatorian	0.7838	0.775	407
salutatory	0.9291	1.438	381
salute	0.9908	2.195	436
salutiferous	0.2010	-0.827	398
salvable	0.7098	0.547	410
salvage	0.9946	2.312	367
salvageable	0.9782	1.934	413
salvager	0.8886	1.199	359
salvaging	0.9948	2.320	382
salvation	1.0000	2.576	449
salve	0.9309	1.451	391
salver	0.4819	-0.045	386
salvia	0.7872	0.787	423
salvific	0.1387	-1.070	137
salvo	0.7237	0.587	438
sam	0.7707	0.732	484
samara	0.2773	-0.584	422
samarium	0.1909	-0.863	440
samba	0.8917	1.215	397
sambo	0.5326	0.081	368
same	0.9947	2.315	374
sameness	0.8797	1.155	399
samey	0.2857	-0.560	357
samisen	0.1135	-1.188	414
samizdat	0.1114	-1.199	404
samovar	0.3540	-0.371	404
sampan	0.2906	-0.546	413
sample	0.9974	2.431	391
sampler	0.9924	2.240	394
sampling	0.9929	2.255	421
samsara	0.3041	-0.507	148
samsonite	0.8829	1.170	410
samurai	0.9788	1.944	378
san	0.5170	0.042	412
sanative	0.1728	-0.930	405
sanatoria	0.4349	-0.162	430
sanatorium	0.8953	1.234	401
sancta	0.2174	-0.771	414
sanctification	0.9384	1.506	357
sanctified	0.9620	1.721	421
sanctifier	0.8668	1.095	443
sanctify	0.9755	1.893	368
sanctimonious	0.9313	1.454	364
sanctimoniously	0.9516	1.617	413
sanctimoniousness	0.8642	1.083	383
sanctimony	0.9594	1.693	394
sanction	0.9884	2.132	430
sanctity	0.9298	1.443	413
sanctuary	1.0000	2.576	396
sanctum	0.9717	1.838	389
sand	0.9951	2.333	410
sandal	0.9849	2.055	398
sandaled	0.7397	0.635	388
sandalwood	0.9281	1.431	431
sandarac	0.1028	-1.244	399
sandbag	0.9896	2.163	385
sandbagger	0.9219	1.389	448
sandbank	0.9107	1.320	403
sandbar	0.9406	1.523	387
sandblast	0.9626	1.728	401
sandblaster	0.9645	1.748	422
sandbox	0.9975	2.431	393
sandbur	0.3122	-0.484	442
sandcastle	0.9877	2.117	408
sanded	0.9574	1.673	399
sander	0.8142	0.882	409
sanders	0.7021	0.525	423
sandfish	0.8038	0.844	367
sandglass	0.7098	0.547	386
sandiness	0.8151	0.885	265
sanding	0.9773	1.920	397
sandlot	0.7915	0.801	446
sandman	0.9827	2.011	404
sandpaper	0.9950	2.327	398
sandpiper	0.8668	1.095	413
sandpit	0.9754	1.891	407
sandshoe	0.6582	0.403	395
sandspur	0.5507	0.126	414
sandstone	0.9924	2.240	393
sandstorm	0.9932	2.267	443
sandwich	0.9872	2.105	391
sandworm	0.9209	1.383	392
sandwort	0.4867	-0.033	413
sandy	0.9860	2.079	430
sane	0.9928	2.254	419
sanely	0.9572	1.671	397
saneness	0.8082	0.860	391
sang	0.9349	1.480	415
sangfroid	0.4706	-0.073	408
sangria	0.9443	1.554	377
sanguinary	0.6821	0.469	431
sanguine	0.8814	1.163	430
sanguinely	0.8177	0.895	384
sanguineness	0.7611	0.702	247
sanguineous	0.7298	0.605	396
sanguinity	0.8016	0.837	373
sanitarian	0.8284	0.935	402
sanitarily	0.8679	1.100	265
sanitarium	0.9681	1.791	407
sanitary	0.9950	2.328	400
sanitation	0.9858	2.074	423
sanitize	0.9860	2.079	430
sanitizer	0.9876	2.113	402
sanity	0.9948	2.319	381
sank	0.9815	1.989	378
sans	0.8422	0.990	412
sansei	0.3201	-0.462	403
sanskrit	0.8501	1.022	407
sap	0.9728	1.854	405
saphead	0.4391	-0.152	435
saphenous	0.2381	-0.704	147
sapid	0.2542	-0.654	421
sapience	0.5466	0.116	397
sapiens	0.8923	1.218	390
sapient	0.7109	0.550	339
sapless	0.8505	1.024	368
sapling	0.9664	1.771	327
sapodilla	0.2030	-0.820	399
saponaceous	0.2598	-0.637	435
saponification	0.3810	-0.300	147
sapper	0.6514	0.385	370
sapphire	0.9903	2.182	414
sappiness	0.8357	0.963	213
sapping	0.9284	1.433	405
sappy	0.9518	1.619	394
saprogenic	0.3010	-0.516	382
saprophyte	0.2960	-0.530	402
saprophytic	0.3575	-0.361	400
sapsago	0.0566	-1.546	371
sapsucker	0.6760	0.452	392
sapwood	0.7556	0.684	405
saraband	0.2273	-0.739	374
saran	0.4385	-0.153	390
sarcasm	0.9892	2.151	369
sarcastic	0.9952	2.336	417
sarcastically	0.9845	2.047	388
sarcolemma	0.2500	-0.667	148
sarcoma	0.7717	0.736	403
sarcomere	0.2614	-0.632	153
sarcophagi	0.7113	0.551	388
sarcophagus	0.9102	1.317	401
sardine	0.9722	1.845	396
sardonic	0.8857	1.184	385
sardonically	0.8638	1.081	389
sardonyx	0.3361	-0.419	366
sarge	0.6734	0.444	398
sari	0.7441	0.649	383
sarong	0.8515	1.028	377
sarsaparilla	0.6959	0.507	365
sartor	0.2253	-0.745	395
sartorial	0.7595	0.696	395
sartorially	0.6782	0.458	432
sash	0.9671	1.779	425
sashay	0.7825	0.771	377
sashimi	0.7786	0.758	402
sasquatch	0.9102	1.317	423
sass	0.8862	1.187	413
sassafras	0.7612	0.702	402
sassy	0.9894	2.156	376
sat	0.9899	2.171	397
satang	0.1122	-1.195	410
satanic	0.9864	2.087	368
satanically	0.9406	1.523	387
satay	0.6836	0.473	373
satchel	0.9769	1.912	432
sate	0.7273	0.598	429
sateen	0.6302	0.329	384
satellite	0.9974	2.428	381
sati	0.1671	-0.953	401
satiability	0.9121	1.329	387
satiable	0.9136	1.338	440
satiate	0.8509	1.025	389
satiation	0.8314	0.946	421
satiety	0.6935	0.500	385
satin	0.9845	2.046	386
satinwood	0.7161	0.565	398
satiny	0.7338	0.617	402
satire	0.9947	2.318	379
satiric	0.9010	1.265	394
satirical	0.9650	1.755	400
satirically	0.9746	1.878	393
satirist	0.9312	1.453	407
satirize	0.9082	1.305	403
satisfaction	0.9924	2.241	395
satisfactorily	0.9130	1.334	391
satisfactoriness	0.5302	0.075	381
satisfactory	0.9974	2.430	388
satisfied	0.9920	2.228	374
satisfier	0.8995	1.256	408
satisfy	0.9950	2.329	402
satisfying	1.0000	2.576	357
satisfyingly	0.9549	1.648	443
satrap	0.2322	-0.723	379
satrapy	0.1955	-0.847	399
saturate	0.9822	2.002	393
saturated	0.9926	2.247	406
saturation	0.9933	2.268	446
saturator	0.7806	0.765	392
saturday	0.9927	2.249	410
saturnalia	0.5202	0.050	396
saturnine	0.5681	0.170	345
satyr	0.8199	0.903	372
satyriasis	0.2310	-0.727	394
sauce	0.9975	2.435	404
sauceboat	0.6219	0.307	402
saucebox	0.5218	0.054	412
saucepan	0.9840	2.038	376
saucer	0.9877	2.117	408
saucily	0.8433	0.994	453
sauciness	0.9489	1.593	411
saucy	0.9897	2.166	390
sauerbraten	0.4224	-0.194	419
sauerkraut	0.9446	1.556	361
sault	0.2308	-0.727	377
sauna	0.9887	2.140	354
saunter	0.9234	1.400	457
sauntering	0.9522	1.622	418
saurian	0.3795	-0.304	419
sauropod	0.4417	-0.145	369
sausage	0.9951	2.332	409
sauterne	0.3805	-0.301	473
sauternes	0.3256	-0.447	390
savable	0.6803	0.463	441
savage	0.9975	2.432	396
savagely	0.9786	1.939	373
savageness	0.9477	1.583	421
savagery	0.9481	1.585	385
savagism	0.5937	0.235	379
savanna	0.8910	1.211	367
savannah	0.9723	1.846	397
savant	0.8803	1.158	401
save	0.9886	2.138	439
saved	0.9928	2.253	417
saver	0.9802	1.966	454
saving	0.9949	2.324	392
savings	0.9899	2.169	395
savior	0.9608	1.708	383
savoir	0.7639	0.710	377
savor	0.9564	1.663	413
savored	0.9746	1.879	394
savorless	0.7299	0.606	411
savory	0.9849	2.055	397
savvy	0.9802	1.967	354
saw	0.9947	2.316	375
sawbones	0.6438	0.365	379
sawbuck	0.6040	0.261	399
sawdust	0.9897	2.165	388
sawed	0.9605	1.705	380
sawfish	0.7880	0.790	401
sawfly	0.3836	-0.293	365
sawhorse	0.8205	0.905	390
sawing	0.9668	1.775	391
sawmill	0.9749	1.883	438
sawmilling	0.7594	0.696	424
sawn	0.5839	0.210	423
sawtooth	0.8978	1.247	411
sawyer	0.7965	0.819	403
sax	0.9412	1.528	374
saxhorn	0.3360	-0.419	375
saxifrage	0.1931	-0.856	461
saxophone	0.9900	2.173	400
saxophonist	0.9847	2.051	392
saxtuba	0.0739	-1.418	379
say	0.9922	2.235	386
saying	0.9974	2.428	383
sayonara	0.6907	0.492	375
scab	0.9948	2.322	386
scabbard	0.8689	1.104	412
scabbed	0.9628	1.730	430
scabbiness	0.8240	0.918	233
scabby	0.9403	1.521	402
scabies	0.9238	1.402	420
scabious	0.5522	0.130	393
scabland	0.1277	-1.120	368
scabrous	0.4501	-0.124	351
scads	0.5725	0.181	400
scaffold	0.9904	2.182	415
scaffolding	0.9723	1.846	397
scalability	0.8608	1.068	431
scalable	0.8714	1.116	420
scalar	0.5373	0.093	415
scalawag	0.7424	0.643	396
scald	0.9790	1.947	429
scalded	0.9884	2.132	431
scalding	0.9830	2.018	412
scale	1.0000	2.576	404
scaleable	0.9133	1.336	427
scaled	0.9972	2.421	362
scaleless	0.9000	1.259	410
scalene	0.6163	0.293	404
scales	0.9890	2.147	363
scaling	0.9854	2.066	412
scallion	0.9369	1.495	428
scallop	0.9972	2.422	363
scalloping	0.9035	1.278	404
scallywag	0.9570	1.669	372
scalp	0.9953	2.339	424
scalpel	0.9594	1.693	394
scalper	0.9358	1.487	405
scalping	0.9919	2.225	369
scaly	0.8954	1.234	392
scam	0.9870	2.100	385
scamble	0.3454	-0.394	414
scammer	0.9780	1.930	409
scammony	0.0641	-1.487	421
scamp	0.9261	1.418	433
scamper	0.9504	1.606	403
scampi	0.9153	1.348	378
scan	0.9976	2.437	411
scandal	0.9928	2.252	415
scandalize	0.9658	1.764	409
scandalmonger	0.7201	0.577	368
scandalous	0.9873	2.108	395
scandalously	0.9624	1.725	372
scandium	0.2968	-0.528	401
scanner	1.0000	2.576	379
scanning	1.0000	2.576	399
scansion	0.2730	-0.597	370
scant	0.9645	1.748	422
scantily	0.9640	1.744	417
scantiness	0.8592	1.061	412
scantling	0.4320	-0.170	375
scantly	0.8775	1.144	400
scanty	0.8708	1.113	418
scape	0.8661	1.092	381
scapegoat	0.9876	2.113	403
scapegrace	0.2872	-0.555	383
scaphoid	0.3484	-0.386	155
scapula	0.9342	1.475	395
scapular	0.7436	0.647	390
scar	0.9952	2.336	417
scarab	0.8825	1.168	451
scarce	0.9947	2.316	375
scarcely	0.9974	2.430	387
scarceness	0.9306	1.449	389
scarcity	0.9648	1.752	369
scare	0.9901	2.176	405
scarecrow	0.9889	2.146	452
scared	0.9975	2.432	394
scaremonger	0.8361	0.965	427
scaremongering	0.7928	0.806	415
scarf	0.9977	2.444	439
scarfskin	0.1850	-0.885	400
scarification	0.7560	0.685	377
scarify	0.6311	0.331	347
scarily	0.9272	1.425	426
scariness	0.9485	1.589	427
scarlet	0.9930	2.259	427
scarp	0.4742	-0.064	426
scarping	0.4276	-0.181	428
scarred	0.9751	1.885	401
scarring	0.9847	2.050	391
scary	1.0000	2.576	374
scat	0.9561	1.660	387
scathe	0.9501	1.604	381
scathing	0.9744	1.875	390
scathingly	0.9700	1.816	434
scatological	0.7000	0.519	410
scatology	0.6386	0.351	415
scatter	0.9975	2.432	394
scatterbrain	0.9754	1.891	407
scatterbrained	0.9748	1.882	437
scatterbrains	0.9683	1.794	410
scattered	0.9910	2.200	445
scattergood	0.3301	-0.435	418
scattering	0.9954	2.345	439
scatterplot	0.6590	0.405	434
scattershot	0.7924	0.805	472
scatty	0.7030	0.527	404
scavenge	0.9922	2.235	385
scavenger	0.9949	2.326	395
scavenging	0.9844	2.044	384
scenario	0.9895	2.159	380
scenarist	0.3966	-0.260	406
scend	0.2083	-0.802	408
scene	0.9928	2.254	419
scenery	0.9883	2.129	426
sceneshifter	0.6710	0.438	383
scenic	0.9850	2.057	400
scenically	0.7685	0.725	406
scent	0.9907	2.190	428
scented	0.9974	2.427	378
scenting	0.8869	1.190	398
scentless	0.9812	1.985	426
scepter	0.8789	1.151	355
sceptic	0.9315	1.455	146
schadenfreude	0.6076	0.270	344
schedule	0.9954	2.342	431
scheduler	0.9233	1.399	378
schema	0.7915	0.801	422
schemata	0.7228	0.585	368
schematic	0.9690	1.803	387
schematically	0.9511	1.613	409
schematization	0.7519	0.672	403
schematize	0.6379	0.349	417
scheme	1.0000	2.576	398
schemer	0.8015	0.836	408
scheming	0.9506	1.608	405
scherzo	0.3223	-0.456	391
schilling	0.8071	0.856	394
schipperke	0.1511	-1.017	397
schism	0.8346	0.959	381
schismatic	0.7643	0.712	437
schismatically	0.6029	0.258	204
schist	0.3831	-0.294	355
schistose	0.0926	-1.301	421
schizocarp	0.0810	-1.371	432
schizogenesis	0.4422	-0.144	398
schizoid	0.8058	0.852	412
schizophrenia	0.9798	1.960	396
schizophrenic	0.9926	2.248	408
schizopod	0.3224	-0.456	397
schizothyme	0.1329	-1.096	414
schizotypal	0.4425	-0.143	174
schlemiel	0.3445	-0.396	447
schlep	0.7590	0.695	361
schlock	0.4801	-0.049	427
schmaltz	0.6932	0.499	339
schmaltzy	0.6905	0.492	391
schmooze	0.9239	1.403	394
schmuck	0.9430	1.543	351
schnapps	0.8920	1.216	398
schnauzer	0.8585	1.058	431
schnitzel	0.9126	1.331	389
schnook	0.4444	-0.138	387
schnozzle	0.5222	0.055	406
scholar	0.9918	2.222	365
scholarliness	0.8639	1.081	382
scholarly	0.9847	2.051	392
scholarship	0.9976	2.437	413
scholastic	0.9787	1.942	376
scholastically	0.9761	1.901	419
scholasticism	0.8125	0.876	416
scholiast	0.2647	-0.622	374
school	0.9976	2.440	421
schoolbag	0.9392	1.512	411
schoolbook	0.9612	1.713	387
schoolboy	0.9643	1.747	420
schoolchild	0.8706	1.112	402
schooldays	0.8835	1.173	412
schooled	0.9857	2.072	420
schoolfellow	0.7944	0.812	394
schoolgirl	0.9431	1.544	334
schoolhouse	0.9789	1.945	426
schooling	0.9973	2.426	377
schoolman	0.5908	0.227	391
schoolmarm	0.6923	0.497	416
schoolmaster	0.9805	1.973	411
schoolmasterish	0.6345	0.340	394
schoolmasterly	0.6423	0.361	369
schoolmate	0.9785	1.938	418
schoolmistress	0.9106	1.319	425
schoolroom	0.9393	1.513	379
schoolteacher	0.8946	1.230	370
schoolwork	0.9708	1.827	377
schoolyard	0.9765	1.907	383
schooner	0.8055	0.850	437
schottische	0.1229	-1.142	415
schuss	0.2575	-0.644	400
schwa	0.3254	-0.448	418
schweppes	0.6658	0.424	404
sciaenid	0.0711	-1.437	408
sciatic	0.7269	0.597	443
sciatica	0.7562	0.686	406
science	0.9976	2.438	414
scientific	0.9954	2.344	435
scientifically	0.9973	2.425	374
scientism	0.4947	-0.013	374
scientist	0.9975	2.432	396
scientologist	0.9847	2.051	392
scientology	0.9924	2.241	396
scilicet	0.1000	-1.259	370
scimitar	0.7344	0.619	369
scintilla	0.5660	0.164	394
scintillate	0.8130	0.877	385
scintillating	0.8388	0.976	397
scintillatingly	0.7840	0.776	250
scintillation	0.7866	0.785	403
scintillator	0.6838	0.473	136
scion	0.8246	0.921	422
scissile	0.1574	-0.991	413
scission	0.3254	-0.448	421
scissor	0.9848	2.053	329
scissoring	0.9237	1.401	380
scissors	0.9912	2.205	453
scissortail	0.5526	0.131	371
sciurid	0.0569	-1.544	369
sclera	0.5321	0.080	436
scleral	0.3433	-0.399	134
scleroderma	0.6061	0.267	391
scleroid	0.5507	0.126	365
sclerosis	0.9033	1.277	393
sclerotic	0.5984	0.247	376
sclerous	0.4407	-0.148	388
scoff	0.9736	1.865	417
scoffer	0.8506	1.024	395
scoffing	0.9845	2.046	386
scofflaw	0.3699	-0.329	419
scold	0.9951	2.334	412
scolder	0.8295	0.939	387
scolding	0.9901	2.176	405
scoliosis	0.9215	1.387	382
sconce	0.8157	0.887	396
scone	0.9821	2.001	392
scoop	0.9946	2.314	371
scooped	0.9903	2.180	411
scooper	0.9557	1.656	384
scoopful	0.9014	1.267	355
scooping	0.9875	2.111	400
scoot	0.9824	2.005	397
scooter	0.9954	2.343	433
scop	0.1050	-1.232	400
scope	0.9950	2.329	401
scopolamine	0.3568	-0.363	384
scorbutic	0.1111	-1.200	414
scorch	0.9857	2.072	420
scorched	0.9930	2.261	431
scorcher	0.9796	1.957	393
scorching	0.9906	2.189	426
score	0.9951	2.332	409
scoreboard	0.9902	2.179	409
scorebook	0.9867	2.092	375
scorecard	0.9805	1.972	410
scored	1.0000	2.576	404
scorekeeper	0.9911	2.202	448
scorekeeping	0.9772	1.918	395
scoreless	0.9624	1.725	452
scorer	0.9396	1.516	414
scoria	0.2549	-0.652	357
scoriae	0.1688	-0.946	385
scoring	0.9925	2.245	402
scorn	0.9792	1.950	385
scorned	0.9857	2.072	420
scorner	0.8488	1.016	410
scornful	0.9901	2.177	406
scornfully	0.9867	2.092	375
scornfulness	0.9387	1.509	261
scorpion	0.9837	2.031	368
scot	0.7282	0.601	390
scotch	1.0000	2.576	417
scotching	0.5635	0.158	394
scoter	0.0956	-1.284	387
scotoma	0.2427	-0.689	379
scoundrel	0.9817	1.993	437
scour	0.9697	1.812	396
scourage	0.5782	0.195	403
scoured	0.9909	2.197	440
scourer	0.8575	1.053	400
scourge	0.9507	1.609	426
